2	-0.77065276	-1.2791193	-0.26208652	1.5177601	2.2805596	1.0092365	-0.51634828	-1.5334238	-0.77065276	1.0092365	2.5348213	2.7890831	1.7720218	-0.26208652	-1.5334238	-2.0418904	-1.5334238	-0.51634828	-0.26208652	-0.26208652	-0.51634828	-0.51634828	-0.26208652	-0.26208652	-0.26208652	-0.0078247532	0.24645125	0.24645125	0.24645125	0.24645125	-0.0078247532	-0.26208652	-0.51634828	-0.26208652	-0.0078247532	0.24645125	0.24645125	-0.0078247532	-0.26208652	-0.0078247532	-0.0078247532	-0.26208652	-0.77065276	-0.77065276	-0.26208652	-0.26208652	-0.77065276	0.50071301	1.2634983	2.2805596	2.2805596	1.2634983	0.24645125	-0.51634828	-1.2791193	-1.2791193	-0.77065276	-0.26208652	-0.0078247532	-0.0078247532	-0.51634828	-0.26208652	-0.0078247532	-0.0078247532	0.50071301
1	-0.69145906	0.037368886	0.28031154	0.28031154	0.52324058	0.52324058	0.52324058	0.52324058	0.28031154	-0.69145906	-0.44848921	0.76616963	1.7378858	-0.20556016	-2.391976	-1.9060363	0.037368886	1.2520277	2.2237575	1.9808149	1.0090987	0.52324058	0.037368886	-0.44848921	-0.44848921	-0.44848921	-0.69145906	-0.93429288	-0.69145906	-0.44848921	-0.44848921	-0.69145906	-0.69145906	-0.44848921	-0.20556016	0.28031154	0.28031154	0.52324058	0.28031154	0.28031154	0.28031154	-0.44848921	-1.1772627	-0.93429288	0.28031154	0.76616963	0.52324058	-0.20556016	0.037368886	0.76616963	1.7378858	1.9808149	1.0090987	-1.9060363	-1.9060363	0.76616963	1.7378858	0.037368886	-2.391976	-1.4202326	-0.93429288	-0.44848921	0.52324058	0.28031154	-0.20556016
1	0.022305253	-0.13880027	-0.29990579	-0.78321333	0.1834198	1.1500529	0.50563084	0.82784188	0.1834198	-0.94434592	-0.78321333	0.34452532	1.794484	2.2778006	-0.13880027	-1.5887861	-0.46103838	-0.46103838	-0.29990579	-0.13880027	-0.13880027	-0.78321333	-0.78321333	-0.29990579	0.022305253	0.1834198	0.022305253	-0.13880027	0.022305253	0.1834198	0.022305253	0.022305253	-0.29990579	-0.13880027	0.022305253	0.022305253	-0.13880027	0.022305253	0.022305253	0.1834198	0.34452532	0.022305253	-0.62208075	-1.5887861	-1.1054785	-0.62208075	-0.46103838	0.34452532	1.6333785	2.9222317	3.4055483	2.6000207	-0.78321333	-2.0720936	-2.2332262	-0.62208075	0.1834198	0.34452532	-0.29990579	-0.46103838	-0.46103838	-0.62208075	0.022305253	0.50563084	0.34452532
1	0.026080884	0.026080884	0.30868182	0.30868182	-0.53908934	-1.6694614	-0.82172193	0.87385205	1.4390223	0.30868182	0.30868182	1.1564372	1.1564372	0.026080884	-0.25650423	-0.25650423	-0.25650423	0.026080884	0.026080884	-0.82172193	-0.25650423	-0.53908934	-0.53908934	-0.53908934	0.026080884	-0.53908934	0.026080884	-0.25650423	0.30868182	0.30868182	0.026080884	0.026080884	-0.25650423	0.026080884	0.30868182	0.30868182	0.026080884	0.026080884	-0.25650423	0.026080884	0.026080884	0.026080884	0.026080884	-1.1041963	-1.952094	-1.1041963	-0.53908934	-0.25650423	2.0041925	3.4171339	3.699719	2.2867776	-2.2345684	-1.3868289	-1.6694614	0.026080884	0.026080884	-0.25650423	-0.25650423	-0.53908934	0.30868182	0.30868182	0.026080884	-0.25650423	-0.25650423
2	-0.12247192	0.1262983	0.37505459	0.1262983	0.37505459	0.1262983	0.1262983	-0.12247192	-0.86878259	-0.6199845	-0.12247192	0.62381088	1.3700798	2.1163626	1.3700798	-0.37122821	-1.6150375	-1.1174414	0.62381088	1.8675923	2.1163626	1.1213235	-0.12247192	-1.3662394	-1.8638356	-1.3662394	-0.6199845	-0.6199845	-0.6199845	-0.86878259	-1.1174414	-1.1174414	-0.6199845	-0.37122821	0.37505459	0.62381088	0.62381088	0.37505459	0.1262983	-0.12247192	-0.37122821	-0.12247192	-0.12247192	0.1262983	0.37505459	0.87256717	0.62381088	0.37505459	-0.37122821	-0.86878259	-0.6199845	0.37505459	-0.37122821	-1.6150375	-1.8638356	-0.6199845	0.37505459	1.618836	2.1163626	2.1163626	1.618836	0.37505459	-0.6199845	-1.1174414	-1.1174414
2	-0.33499686	0.016206988	0.016206988	-0.33499686	-0.6862007	0.71863434	0.71863434	0.016206988	-0.6862007	-0.33499686	0.71863434	1.0698382	1.0698382	0.71863434	0.3674305	0.016206988	-0.6862007	-1.0374635	-0.6862007	-0.6862007	-0.33499686	-0.6862007	-0.6862007	0.016206988	0.016206988	0.016206988	0.016206988	0.016206988	0.016206988	0.016206988	-0.33499686	-0.33499686	-0.33499686	0.016206988	0.016206988	0.016206988	-0.33499686	0.016206988	-0.33499686	-0.33499686	-0.33499686	-0.6862007	-1.0374635	0.016206988	1.0698382	0.016206988	-2.0910554	-0.6862007	1.7722459	4.2306925	3.5282848	2.1234497	-0.33499686	-1.7397926	-1.7397926	-1.0374635	-0.33499686	0.016206988	0.016206988	-0.33499686	-0.33499686	0.016206988	0.3674305	0.71863434	0.3674305
2	-0.19348898	0.058043876	0.56112367	1.5672551	2.3218677	1.3157222	-0.44502183	-1.7027565	-1.7027565	0.56112367	2.0703208	2.5734006	0.81265652	-0.94803119	-1.4511814	-1.4511814	-0.94803119	-0.69659694	-0.69659694	-0.69659694	-0.94803119	-0.69659694	-0.19348898	0.058043876	0.058043876	0.058043876	0.30959081	0.30959081	0.56112367	0.058043876	0.058043876	-0.19348898	-0.19348898	-0.19348898	0.058043876	-0.19348898	0.058043876	0.058043876	0.058043876	-0.19348898	-1.1996063	-1.9541908	-0.69659694	1.0641894	1.5672551	0.81265652	-0.19348898	0.56112367	1.3157222	1.8187879	1.5672551	0.81265652	-0.44502183	-1.4511814	-1.9541908	-1.1996063	-0.44502183	0.058043876	0.058043876	-0.19348898	-0.19348898	-0.19348898	0.058043876	0.30959081	0.30959081
2	-0.82535597	-0.54878924	-0.54878924	0.0042512992	2.2164289	3.0460052	1.3868681	-0.54878924	-1.6549013	-0.27226897	0.83382759	2.4929647	2.2164289	0.55730732	-0.82535597	-1.6549013	-1.6549013	-1.1017678	-0.54878924	-0.54878924	-0.27226897	0.0042512992	0.0042512992	-0.27226897	-0.27226897	-0.27226897	0.0042512992	0.28078705	0.0042512992	0.0042512992	0.0042512992	-0.27226897	-0.27226897	-0.27226897	-0.27226897	0.0042512992	0.0042512992	0.0042512992	0.0042512992	-0.27226897	-0.54878924	-0.27226897	-0.27226897	-0.54878924	-0.27226897	0.55730732	0.28078705	-0.27226897	0.55730732	1.3868681	2.4929647	2.2164289	0.28078705	-0.54878924	-1.3783346	-1.6549013	-1.3783346	-0.54878924	0.0042512992	0.28078705	0.0042512992	-0.54878924	-0.27226897	0.0042512992	0.55730732
1	-0.17112305	0.21242899	0.020647598	0.21242899	0.020647598	-0.17112305	0.020647598	0.020647598	0.21242899	-0.36289371	-0.74639205	-0.17112305	1.3630529	2.5136875	-0.17112305	-1.8971019	-2.0887974	-0.74639205	0.59597029	1.5548235	1.5548235	0.97951159	0.78774094	0.78774094	0.020647598	-0.55469657	-0.74639205	-0.93819492	-0.93819492	-0.74639205	-0.55469657	-0.36289371	-0.55469657	-0.17112305	0.020647598	0.40419964	0.21242899	0.21242899	0.21242899	0.21242899	0.020647598	0.020647598	0.020647598	0.020647598	0.21242899	0.020647598	-0.17112305	-0.17112305	-0.17112305	0.020647598	0.020647598	-0.17112305	-1.1299978	-0.93819492	-0.36289371	-0.36289371	-0.36289371	0.78774094	1.7466049	2.8972288	2.5136875	1.3630529	-1.705299	-2.2806002	-1.8971019
2	-0.74600336	-0.51832426	0.39225193	1.3028154	1.9857507	1.0751745	-0.51832426	-1.4289132	-0.97355499	0.39225193	1.9857507	1.9857507	1.7580971	1.0751745	-0.51832426	-2.111823	-1.8841439	-0.74600336	-0.2906834	-0.2906834	-0.74600336	-0.51832426	-0.51832426	-0.51832426	-0.063042538	0.16461107	0.39225193	0.61989279	0.39225193	0.16461107	-0.063042538	-0.063042538	-0.2906834	-0.2906834	-0.2906834	-0.2906834	-0.063042538	-0.063042538	-0.063042538	-0.063042538	-0.063042538	-0.74600336	-0.74600336	-0.51832426	-0.063042538	-0.51832426	-0.51832426	0.61989279	1.7580971	2.6686733	2.4410324	1.0751745	-0.51832426	-1.4289132	-1.8841439	-1.4289132	-0.97355499	-0.063042538	0.39225193	0.39225193	-0.063042538	-0.2906834	-0.063042538	0.39225193	0.39225193
