2	0.2303793	0.49096649	0.35883306	-0.23096511	0.090224785	-0.50147326	-0.33932938	0.066836482	0.23294938	0.028325503	0.23170201	0.016587095	0.14365201	0.28534305	0.071382826	-1.6801291	-1.6801291	-1.6801291	-1.6801291	-1.6801291	-1.6801291	-1.6801291	-1.6801291	-1.6801291	-1.6801291	-1.6801291	-1.6801291	-1.6801291	1.6600859	1.6600859	1.6600859	1.6600859	1.6600859	1.6600859	1.6600859	1.6600859	1.6600859	1.6600859	1.6600859	1.6600859	-0.16328428	0.096866586	-0.6035321	0.25774259	-0.14132001	-0.29348153	-0.43528911	0.409104	0.87897646	0.4880588	0.051818545	0.38952406	0.3077399	0.50258019	0.054010775	-0.23488537	0.16741434	0.52881961	-0.26021885	0.23290647	0.5161471	0.0868569	-0.14512941	-0.91453742	-0.14174021	0.38031769	-0.3823627	-0.0032940819	0.44991127	0.12914505	-0.31329689	-0.72994267	0.11114098	0.32361185	-0.24927233	0.47836216	-0.26719819	-0.10917514	0.57007922	-0.27120226	0.46438787	-0.3135962	-0.52393865	-0.15864045	0.031504136	-0.090675938	-0.35230537	0.16836839	0.024810979	-0.26356825	-0.19796841	0.22407676	0.25016401	-0.350944	-0.14000862	-0.44532325	0.43899348	-0.74482917	-0.073500228	-0.25037801	0.30118808	-0.0067173564	-0.023323636	1.6600859	1.6600859	1.6600859	1.6600859	1.6600859	1.6600859	1.6600859	1.6600859	1.6600859	-1.6801291	-1.6801291	-1.6801291	-1.6801291	-1.6801291	-1.6801291	-1.6801291	-1.6801291	0.10503578	-0.26483763	0.30659404	-0.075227965	-0.22219207	0.21074476	-0.25542933	-0.27894241
3	0.00076521775	-0.34267997	0.18872921	-0.47936185	-0.28193196	0.35192722	-0.36033049	0.12182127	-0.28549919	0.085623184	-0.22798461	-0.18773354	0.70145798	0.55897458	-0.12367082	-0.0097015577	-0.74926509	0.073455879	-0.061190505	-0.38061926	-0.023890087	0.1392196	0.24901077	-0.10258609	-0.19548093	0.17118817	-0.027330526	-0.11468586	0.48380372	-0.40901865	-0.15751851	-0.60661882	0.27474871	-0.58003733	0.0070649978	0.10996501	-0.045400935	-0.17785261	-0.13032646	-0.19090814	0.065101792	0.63648105	-0.11925643	0.30314983	0.50861683	0.14977519	0.12519399	0.73145903	0.18387723	0.34318218	0.12592288	0.23421249	-0.050940276	-0.089538921	0.51681993	-0.0035485038	0.055431182	-0.16602703	-0.13324659	-0.29473924	0.086777205	-0.28910513	-0.11784892	-0.39267396	-0.12362386	1.6996561	1.6996561	1.6996561	1.6996561	1.6996561	1.6996561	1.6996561	1.6996561	1.6996561	1.6996561	1.6996561	1.6996561	1.6996561	-1.6998851	-1.6998851	-1.6998851	-1.6998851	-1.6998851	-1.6998851	-1.6998851	-1.6998851	-1.6998851	-1.6998851	-1.6998851	-1.6998851	-0.095597087	-0.080362142	-0.43231394	-0.020249181	-0.17342535	-0.11620536	-0.02940657	0.41640493	0.35533346	-1.6998851	-1.6998851	-1.6998851	-1.6998851	-1.6998851	-1.6998851	-1.6998851	-1.6998851	1.6996561	1.6996561	1.6996561	1.6996561	1.6996561	1.6996561	1.6996561	1.6996561	-0.12936582	-0.41723711	0.23781853	0.14847349	-0.22147317	-0.090350347	0.60616422	-0.58921602	-0.18747844	-0.18987464	-0.64269981	-0.12149454	0.52589527
4	0.17044215	-0.018863775	0.4024516	-0.075797098	0.15601415	-0.15098121	-0.17114055	-0.1799504	-0.10827363	0.17544681	0.0015978407	0.019083949	0.47027957	-0.13346664	0.48187913	0.36007809	0.31070072	0.027311839	0.35259374	-0.12952584	0.032226596	-0.15045863	-0.10047929	0.027682393	-0.19021318	-0.27535433	-0.24729127	0.39610626	0.61630446	-0.24640448	-0.14308351	-0.4313559	0.041542008	-0.070444584	0.32544908	0.072435079	-0.16026499	0.31950179	-0.23961974	-0.26635868	0.38141427	0.25681586	-0.13820699	-0.53968709	-1.6058486	-1.6058486	-1.6058486	-1.6058486	-1.6058486	-1.6058486	-1.6058486	-1.6058486	-1.6058486	-1.6058486	-1.6058486	-1.6058486	-1.6058486	1.5646678	1.5646678	1.5646678	1.5646678	1.5646678	1.5646678	1.5646678	1.5646678	1.5646678	1.5646678	1.5646678	1.5646678	1.5646678	-0.089766609	0.42494772	-0.058489358	0.23271797	-0.10371656	-0.30975323	0.037682719	-1.6058486	-1.6058486	-1.6058486	-1.6058486	-1.6058486	-1.6058486	-1.6058486	-1.6058486	-1.6058486	-1.6058486	-1.6058486	1.5646678	1.5646678	1.5646678	1.5646678	1.5646678	1.5646678	1.5646678	1.5646678	1.5646678	1.5646678	1.5646678	-0.52742467	-0.51208831	0.14951314	-0.28781986	-0.025750469	0.24540826	-0.085929199	0.12889977	0.10731635	0.55254284	-0.3235644	0.40763581	0.10905181	-0.38649797	-0.42569383	0.097508712	-0.12201978	-0.22959258	0.39446095	0.098402846	-0.12218798	-0.043269433	-0.20532358	0.093591682	0.34610008	-0.50880223	-0.22051709	0.25796549	0.66266508
4	0.23999622	0.70940096	-0.68603432	0.61586282	-0.34521331	-0.67712398	-0.89019451	-0.15006094	-0.18368416	-0.55548427	-0.39706859	0.49502852	0.083855727	0.11470843	-0.17129932	-0.2617293	-0.21981539	0.14743747	0.044533867	0.52041012	0.081998357	0.22903963	-0.17310381	0.60050966	0.37281659	0.1809485	0.50071763	0.29531417	0.56408409	-0.12298016	-0.85456366	-0.19322725	0.40004923	0.62851705	0.43782211	0.39465505	0.19295553	-0.51133801	-0.55702948	-0.10204637	0.17069178	-1.650369	-1.650369	-1.650369	-1.650369	-1.650369	-1.650369	-1.650369	-1.650369	-1.650369	-1.650369	-1.650369	-1.650369	1.7447168	1.7447168	1.7447168	1.7447168	1.7447168	1.7447168	1.7447168	1.7447168	1.7447168	1.7447168	1.7447168	1.7447168	-0.013325628	0.33705325	0.28345187	-0.38303952	-0.36132455	0.13291109	0.1099738	0.12477738	-0.36431535	0.013584017	0.10420521	-0.63169926	-0.37635738	0.068740082	-0.20169986	0.31068477	0.46587506	0.016122874	-0.35742013	-0.047038303	0.018810286	-0.084859525	0.30803209	0.3749695	0.09482915	-0.17220895	-0.096222137	-0.66289528	-1.650369	-1.650369	-1.650369	-1.650369	-1.650369	-1.650369	-1.650369	-1.650369	1.7447168	1.7447168	1.7447168	1.7447168	1.7447168	1.7447168	1.7447168	1.7447168	0.11589502	-0.39186803	-0.099760705	-0.0092442088	-0.21825831	-0.31799181	0.15757611	-0.16203251	-0.11350609	-0.18594041	-0.2918688	0.18123918	-0.40498518	0.28275135	0.065136215	-0.38944211	-0.034955587	0.5485474	-0.59921875
2	0.40425716	0.82427713	-0.42797476	-0.34573991	0.46175413	0.21183856	0.39538923	0.0091440504	-0.17310234	-0.10279074	-0.076250067	-0.3977648	0.10332865	0.081351873	-0.035060245	-0.070433494	0.35982924	0.25409701	0.49462736	0.15821895	-0.30033169	0.59896941	-0.24359466	-0.036670534	-0.3393907	-0.14257284	-0.45614141	0.040436968	-0.24551073	0.055260067	0.17614776	-0.038769419	-0.088944605	-0.068159535	0.41053521	0.080132998	0.39407881	0.57787797	-0.13201701	-0.29837501	0.088075803	-0.18196019	0.11935179	-0.079411339	0.28274399	0.36037508	-0.28412627	0.18410807	-0.2192124	0.20069274	-0.3652351	-0.29480253	-0.030131257	0.37338219	-0.22498874	-0.4592362	-0.095930432	-0.4678114	-0.090039935	-0.26963485	-0.065168091	0.025264409	-0.33005314	0.37155931	0.1726464	-0.027899514	-0.20995917	-0.28763247	0.27420349	0.22685191	0.26559492	-0.36095683	-0.13170467	0.0089182288	0.13584814	-0.077741431	0.2149218	0.5156006	0.14697842	-0.23560584	0.58344638	-0.63313122	0.00066668141	-0.51789276	-0.21069195	-0.17352974	-0.102983	-1.7564054	-1.7564054	-1.7564054	-1.7564054	-1.7564054	-1.7564054	-1.7564054	-1.7564054	-1.7564054	1.7836564	1.7836564	1.7836564	1.7836564	1.7836564	1.7836564	1.7836564	1.7836564	1.7836564	1.7836564	1.7836564	1.7836564	1.7836564	1.7836564	1.7836564	1.7836564	1.7836564	1.7836564	1.7836564	-1.7564054	-1.7564054	-1.7564054	-1.7564054	-1.7564054	-1.7564054	-1.7564054	-1.7564054	-1.7564054	-1.7564054	-0.22791288	-0.0026106635	-0.48296201
4	0.4025839	0.061981293	0.12651814	-0.15751373	-0.081666228	0.32783122	0.31679872	0.014920239	-0.12020913	0.17367916	0.14696397	-0.089879451	0.22663852	-0.13968607	-0.12454283	-0.12262612	0.3827845	0.11780695	-0.0856104	-0.17684522	-0.33470961	-0.29579675	-0.29744451	0.57158262	-0.014485912	-0.1000674	-0.066340511	0.41831614	-0.27611674	0.17200764	-0.31054771	-0.23071891	-1.6525343	-1.6525343	-1.6525343	-1.6525343	-1.6525343	-1.6525343	-1.6525343	-1.6525343	-1.6525343	-1.6525343	-1.6525343	-1.6525343	1.6004902	1.6004902	1.6004902	1.6004902	1.6004902	1.6004902	1.6004902	1.6004902	1.6004902	1.6004902	1.6004902	1.6004902	0.096955626	0.54644471	-0.07738207	-0.037376689	0.67939254	0.45110201	-0.22726436	-0.045094121	-0.21827606	0.2806001	-0.25730098	-0.15795179	0.44737675	0.012771283	-0.48982442	0.26165989	0.16728727	0.11106518	0.024158826	-0.28073922	0.031103935	0.034847584	0.27826031	-0.11032007	0.044447156	-0.40054881	0.37442556	0.036700793	0.086528515	-0.47701967	-0.17938269	0.37971683	-0.53971974	-0.21956642	0.12133157	0.22475847	0.0020068109	0.052461596	-0.10723587	-0.31970878	0.027186933	-1.6525343	-1.6525343	-1.6525343	-1.6525343	-1.6525343	-1.6525343	-1.6525343	-1.6525343	-1.6525343	-1.6525343	-1.6525343	1.6004902	1.6004902	1.6004902	1.6004902	1.6004902	1.6004902	1.6004902	1.6004902	1.6004902	1.6004902	1.6004902	-0.02731279	-0.18909989	0.14035194	-0.28774257	0.051254337	0.19395534	0.1512725	0.078007861	0.022841855
1	0.15811278	-0.089369314	-0.49463519	-0.35313026	-0.1299959	0.23509235	-0.42928023	0.7337604	-0.26981351	-0.43131493	-0.1625122	-0.25293475	0.42637529	0.43722856	0.11532746	0.13786415	-0.27296608	-0.2036664	0.050453671	-0.06701655	-0.016230704	0.039606326	-0.35505129	0.0065799305	-0.12372301	-0.30003783	-0.7281759	-0.1125035	-0.40146902	-0.030556952	0.35932719	-0.11069009	0.48544883	0.15394561	0.53845525	-0.18204542	0.13231381	0.067663695	-0.12176619	-0.20319884	-0.83588273	-0.1522222	-0.17484565	0.39683088	0.64176326	-0.38432971	-0.19967258	0.64248779	0.40073475	-0.15532862	-0.36880413	0.19396587	-0.17545788	-0.096146153	-0.54648109	0.06028742	-0.051270482	0.69805953	0.043683054	0.086249933	-0.32128639	0.37392567	-0.26187843	1.5633155	1.5633155	1.5633155	1.5633155	1.5633155	1.5633155	1.5633155	1.5633155	1.5633155	1.5633155	1.5633155	1.5633155	1.5633155	1.5633155	-1.6013715	-1.6013715	-1.6013715	-1.6013715	-1.6013715	-1.6013715	-1.6013715	-1.6013715	-1.6013715	-1.6013715	-1.6013715	-1.6013715	-1.6013715	1.5633155	1.5633155	1.5633155	1.5633155	1.5633155	1.5633155	1.5633155	1.5633155	1.5633155	1.5633155	-1.6013715	-1.6013715	-1.6013715	-1.6013715	-1.6013715	-1.6013715	-1.6013715	-1.6013715	-1.6013715	-1.6013715	0.51816736	0.59383341	0.030705815	0.20751547	-0.2174008	-0.20136872	0.049177808	-0.32191334	0.51066009	-0.48771782	-0.056251488	0.15110431	-0.47260036	-0.036582132	0.036110869	0.57189254	-0.034520392	0.42130721
1	-0.044753108	0.58762822	-0.24310267	0.31449788	-0.31567341	0.35763689	0.2450258	0.30038622	-0.38705692	0.069891232	-0.71864141	0.022610797	-0.17749736	-0.070850746	0.55274547	0.48245208	-0.21712283	-0.42020094	0.053210202	0.1028328	-0.038387196	0.17091772	-0.31240368	-0.13583531	0.031023488	0.60112405	0.74921235	0.12308735	-0.032173675	0.55245362	-0.15273968	-0.39808456	-0.11845526	0.084074112	-0.47412971	0.10573539	-0.67140357	-0.048104142	0.77525062	-0.32663147	-0.86375951	0.045270912	-0.43365684	-0.25772503	0.10929113	0.0049157472	-0.10981362	0.036414202	0.15056106	-0.66073039	-0.14880254	0.10133968	0.10626211	-0.088949064	1.7045792	1.7045792	1.7045792	1.7045792	1.7045792	1.7045792	1.7045792	1.7045792	-1.6882684	-1.6882684	-1.6882684	-1.6882684	-1.6882684	-1.6882684	-1.6882684	-1.6882684	-0.15110148	0.37686426	0.28377612	-0.10299048	0.25267657	0.3525941	-0.025446594	0.068181919	-0.15940821	-0.12035956	0.15589215	-0.16682127	0.061418182	0.52184057	0.32351293	-0.35342328	-0.19233818	0.18950434	-0.05346625	-0.30066274	1.7045792	1.7045792	1.7045792	1.7045792	1.7045792	1.7045792	1.7045792	1.7045792	1.7045792	1.7045792	1.7045792	1.7045792	1.7045792	-1.6882684	-1.6882684	-1.6882684	-1.6882684	-1.6882684	-1.6882684	-1.6882684	-1.6882684	-1.6882684	-1.6882684	-1.6882684	-1.6882684	-0.0086377622	0.34040608	0.00087308106	-0.27676522	-0.29904959	-0.60132566	-0.28729791	-0.25089421	-0.073798893	-0.19491335	-0.1398319	-0.062207341	-0.10676221
4	-0.51399143	-0.25693562	0.79664022	0.087405451	0.15613414	-0.094628701	-0.86057826	-0.16207398	0.30611653	-0.23510711	-0.67347624	0.1239732	0.13740112	-0.23889331	0.515449	-0.057610675	-0.72612666	0.37554904	0.2131925	-0.65285357	-0.60535262	0.72299144	-0.045342285	0.19173715	-0.46833041	0.58710208	-0.033109114	-0.0035004097	-0.59342618	-0.46045619	-0.18771051	1.1845074	-0.44663665	0.36720809	-0.45552452	0.25288504	0.18984776	0.12773154	0.14824461	0.34659326	-0.31962966	0.36328248	0.33150055	-0.21638876	-0.071838884	0.49297693	-0.29830721	0.59177199	-0.56483622	0.51827691	0.49010972	-0.14298727	0.51067385	-0.22050613	-0.21991626	0.55440953	-0.11534087	-0.084855617	-0.040662808	0.39518898	0.026557776	0.016707903	0.36131884	0.38320624	0.12124106	-0.020769563	-0.4629679	-0.065293588	0.091497296	0.69857118	-0.26178295	0.067596762	0.32167424	0.031394817	0.66829967	-0.10547752	-0.23860747	0.050154299	-0.23117256	0.03757361	0.14363278	-0.061657307	-1.6470801	-1.6470801	-1.6470801	-1.6470801	-1.6470801	-1.6470801	-1.6470801	-1.6470801	-1.6470801	-1.6470801	-1.6470801	-1.6470801	1.6070113	1.6070113	1.6070113	1.6070113	1.6070113	1.6070113	1.6070113	1.6070113	1.6070113	1.6070113	1.6070113	1.6070113	-0.50931276	0.11888649	-1.6470801	-1.6470801	-1.6470801	-1.6470801	-1.6470801	-1.6470801	-1.6470801	-1.6470801	-1.6470801	-1.6470801	1.6070113	1.6070113	1.6070113	1.6070113	1.6070113	1.6070113	1.6070113	1.6070113	1.6070113	0.29528646
2	-0.09884562	-0.25950762	-0.34375018	0.18880384	0.43368576	0.072041412	-0.053599095	0.55763964	-0.38883274	-0.35596133	0.44345249	-0.37202702	0.74813191	0.0066493493	-1.5579763	-1.5579763	-1.5579763	-1.5579763	-1.5579763	-1.5579763	-1.5579763	-1.5579763	-1.5579763	-1.5579763	-1.5579763	-1.5579763	-1.5579763	1.5088665	1.5088665	1.5088665	1.5088665	1.5088665	1.5088665	1.5088665	1.5088665	1.5088665	1.5088665	1.5088665	1.5088665	1.5088665	-0.057082886	-0.13289709	0.28125853	-0.34950201	0.47683231	0.014544881	0.39890599	0.48236656	0.15203945	-0.071144841	-0.53841631	0.18801662	0.061212706	0.26977731	-0.0048710341	0.13394372	-0.7267237	0.25983948	0.17091802	-0.3953027	0.45102373	0.050879445	-0.019678588	-0.77642735	0.17413605	0.50178927	0.34476032	0.45791299	-0.25512879	0.4358742	0.42966801	0.027304493	-0.034218686	-0.33552708	0.061431939	-0.29549678	-0.24551886	0.16489288	-0.60451483	-0.0111998	-0.31180599	-0.23496046	1.5088665	1.5088665	1.5088665	1.5088665	1.5088665	1.5088665	1.5088665	1.5088665	1.5088665	1.5088665	1.5088665	1.5088665	-1.5579763	-1.5579763	-1.5579763	-1.5579763	-1.5579763	-1.5579763	-1.5579763	-1.5579763	-1.5579763	-1.5579763	-1.5579763	-1.5579763	0.60722552	0.46272631	0.060494558	-0.051829666	0.079572035	0.36924081	-0.075000498	-0.068738572	-0.5216599	0.48857072	0.11377484	-0.28382485	-0.10808952	-0.48030071	0.61458542	-0.091324879	0.087115643	-0.48223184	-0.064078231	-0.21253233	0.26206312	-0.64480508
