1	0.48105169	0.61451433	0.61837825	0.49711009	0.65952413	0.8790139	0.66280806	0.32881421	0.40238833	0.38724543	0.042659856	0.042297798	0.41704745	0.42791092	0.42485841
1	0.51757922	0.64775148	0.75772918	0.55097003	0.59862483	0.31852425	0.3985895	0.12788838	0.70322322	0.8161401	0.99615611	0.240905	0.93713467	0.43618496	0.57892349
1	0.41742418	0.6100467	0.79012242	0.52506635	0.59765929	0.44240231	0.1925104	0.19665819	0.75809928	0.098518738	0.53566419	0.39000491	0.070684335	0.67477647	0.055976157
1	0.63227456	0.62615228	0.77108582	0.45171332	0.6186154	0.56055953	0.85409995	0.13208296	0.17043202	0.35507365	0.69378761	0.48959434	0.66693153	0.61280959	0.26013019
1	0.49413124	0.60119235	0.72800249	0.41120704	0.58113994	0.74870572	0.78555899	0.60786591	0.21756331	0.64206083	0.51181992	0.047554673	0.64630196	0.071037084	0.68006553
1	0.51289055	0.58256453	0.74551006	0.4872114	0.60740898	0.53406413	0.13393125	0.54954011	0.55573794	0.31742786	0.3545343	0.71504501	0.82953282	0.82662951	0.86688705
1	0.46525358	0.68137461	0.57654113	0.55992327	0.63409222	0.75493327	0.049532579	0.0132832	0.43248499	0.46326058	0.98610424	0.89444776	0.87779907	0.72085567	0.67116623
1	0.46475754	0.64456768	0.74085281	0.51981067	0.64256238	0.58802606	0.86044056	0.39652079	0.1682513	0.064187087	0.75052006	0.71112855	0.72838682	0.51545845	0.45194571
1	0.53927021	0.69272972	0.68421353	0.49563993	0.5811592	0.40458	0.73864029	0.17811695	0.78936394	0.59749019	0.2237704	0.10788891	0.40349114	0.45039358	0.36003104
1	0.52156894	0.69256929	0.6150823	0.53115835	0.62647589	0.39679152	0.20846136	0.53377195	0.31581144	0.54644944	0.61644349	0.33042361	0.36245928	0.83187134	0.91682127
1	0.46588491	0.5817266	0.66735764	0.45015136	0.63406682	0.8335006	0.62095864	0.52610247	0.53120929	0.92109726	0.66238186	0.73907223	0.28662039	0.14651486	0.51697901
1	0.4645167	0.58927349	0.82918454	0.50816799	0.58268107	0.76911439	0.27029433	0.90513474	0.059403297	0.32583363	0.10694166	0.54930853	0.47557293	0.40007975	0.84870923
1	0.57345172	0.61511509	0.80450363	0.53543396	0.59856791	0.93285357	0.66094456	0.20894667	0.38827163	0.5583192	0.72317348	0.09908965	0.34800766	0.67322599	0.69375257
1	0.59469425	0.5805984	0.67651162	0.45557595	0.63871435	0.63931696	0.86543859	0.1181552	0.58318573	0.62067195	0.42111225	0.72951305	0.6671203	0.86414753	0.69538995
1	0.49679278	0.69683483	0.71838802	0.43947028	0.59937059	0.62789638	0.083482814	0.33584897	0.77193392	0.42264565	0.18061689	0.19324533	0.33166524	0.88248631	0.73427111
1	0.43550565	0.51808224	0.70139943	0.54789442	0.67270584	0.10969746	0.57466122	0.81820404	0.68502847	0.5306293	0.26532204	0.76692167	0.65134953	0.14887672	0.83627042
1	0.40634885	0.64834572	0.75705862	0.53338003	0.52650603	0.81539721	0.17710753	0.64071792	0.68409607	0.60499064	0.77095422	0.96353029	0.75674921	0.45389347	0.29755538
1	0.42842048	0.56214408	0.75158172	0.491307	0.58433748	0.43864498	0.16646044	0.60346798	0.72292252	0.16351237	0.33669926	0.83780318	0.98090364	0.095372693	0.66159619
1	0.58021059	0.70777488	0.74913578	0.54223342	0.53794867	0.32756543	0.10570943	0.048447339	0.42310939	0.65369989	0.98830226	0.97273389	0.30081902	0.011680991	0.7628871
1	0.4318812	0.61848577	0.66191057	0.48858718	0.56465191	0.19986282	0.98439831	0.78017553	0.31747978	0.67120219	0.55179251	0.59060865	0.025857471	0.4300018	0.5326235
1	0.43288655	0.64758397	0.68078111	0.4577673	0.6346398	0.15475235	0.93440512	0.061590667	0.19624892	0.76732951	0.58353317	0.62457292	0.5767583	0.33068207	0.83969742
1	0.4627767	0.65263917	0.77448947	0.45120076	0.66634164	0.11170574	0.93914171	0.89047568	0.21203084	0.78907351	0.34644876	0.2815077	0.37253424	0.61347488	0.11261514
1	0.5274097	0.63418445	0.7742413	0.52050314	0.65197842	0.40695484	0.85893882	0.33758386	0.316429	0.71521251	0.58357062	0.66043797	0.44653098	0.49180625	0.55388707
1	0.46252507	0.65039873	0.6909447	0.43156766	0.64369654	0.14999725	0.62988339	0.071452813	0.78442789	0.74064806	0.24862896	0.43172117	0.046191556	0.32604217	0.50021132
1	0.4813204	0.64949827	0.74107032	0.52546888	0.67043682	0.52249531	0.80134761	0.28784934	0.86693029	0.87111112	0.73422969	0.62371641	0.81115089	0.88283761	0.15649522
1	0.51769357	0.66007707	0.71494182	0.39639527	0.70422469	0.39345636	0.86271072	0.59721135	0.53087226	0.93573087	0.38330632	0.62892394	0.5449059	0.49790294	0.83418906
1	0.50824374	0.61411968	0.63055764	0.48742853	0.62774184	0.054974147	0.84220661	0.94300814	0.62249726	0.8667499	0.72610443	0.80675954	0.072051551	0.59336186	0.36044889
1	0.51896034	0.53748938	0.74551605	0.5112202	0.56141838	0.73634007	0.14651491	0.45605767	0.10975505	0.16356991	0.98914491	0.71357401	0.28594686	0.11703682	0.019621067
1	0.53886193	0.6939486	0.78973396	0.50985124	0.61629206	0.69626634	0.76902909	0.91213247	0.48448037	0.12487276	0.6273465	0.31194006	0.93004063	0.27528695	0.10933424
1	0.58238495	0.60825565	0.79051256	0.52443113	0.64376788	0.089950679	0.030889549	0.48522941	0.18443367	0.81453977	0.97125882	0.85618229	0.84908548	0.39453468	0.40677676
1	0.55846366	0.67321147	0.73006868	0.50725943	0.64347167	0.4243095	0.49911601	0.046351265	0.39600675	0.54088408	0.88535945	0.83315199	0.56071341	0.56192015	0.9080522
1	0.57396551	0.55691528	0.77355636	0.62422306	0.62284734	0.78996303	0.17760246	0.10481324	0.89292241	0.39076208	0.71957013	0.45134058	0.37231266	0.064633591	0.23929061
1	0.4447078	0.62160672	0.64740848	0.51899746	0.6359999	0.49500582	0.64819841	0.08852746	0.31342899	0.44396416	0.12565459	0.58820939	0.20677646	0.25858225	0.40362866
1	0.49337907	0.55254514	0.77830386	0.46188534	0.65394435	0.51442346	0.73784165	0.69253199	0.098594093	0.75194639	0.41159351	0.28150156	0.94373154	0.99685021	0.94191893
1	0.54040384	0.50850664	0.78213168	0.51260911	0.65477443	0.98987215	0.72866168	0.28797698	0.1343033	0.25761374	0.52784683	0.66265383	0.88401674	0.57083843	0.44063468
1	0.459756	0.58343167	0.73712261	0.48934765	0.57640526	0.68341587	0.042652411	0.99538973	0.18746081	0.89438938	0.93939836	0.34328789	0.98477624	0.32485544	0.83222148
1	0.65474617	0.58302056	0.81210518	0.49640311	0.62034735	0.063591371	0.84517819	0.10022154	0.59794164	0.83242339	0.9245809	0.93447827	0.23123782	0.89971348	0.73138707
1	0.62052286	0.6645708	0.76061779	0.49866549	0.6290243	0.16725355	0.05207789	0.70725349	0.63176637	0.5773942	0.29550725	0.03192263	0.89611135	0.85932041	0.93855786
