1	253.62452	253.60407	253.56298	253.71716	253.76865	253.52697	253.5	253.645	253.73617	253.53632	253.59095	253.38573	253.15595	252.99519	253.25164	257.07766	263.28897	270.09111	277.52388	282.22727	284.24648	285.63506	285.42264	285.81624	287.66306	290.60208	292.94417	294.13548	294.99739	296.1482	299.52716	305.71145	318.4414	335.41765	353.62577	372.33256	390.46617	405.61144	420.00268	432.14739	443.28033	452.06791	459.25575	466.2754	471.56434	477.51042	481.44803	485.68463	488.40247	489.16266	490.96903	491.27377	491.28571	491.99919	492.20574	492.24058	492.1775	491.90032	491.72676	492.01359	492.06139	491.69704	491.27348	491.29794	491.48785	490.94776	491.05446	491.07718	491.64829	491.40152	491.32208	491.77806	492.01105	492.12382	492.11485	491.79042	491.71611	491.78216	491.84622	492.03614	492.17869	492.45447	492.22815	492.58894	492.87047	492.44793	492.18617	492.71307	492.83517	492.63274	492.9471	492.67304	492.97927	492.43592	492.04745	492.16076	491.6748	490.83186	489.26024	486.30776	481.89064	475.54703	467.62419	457.58044	446.01258	432.75305	417.97421	402.18619	386.18153	369.72818	354.90505	340.6149	328.25718	315.72374	306.15615	298.69565	291.73276	285.86756	281.71781	279.13489	277.94951	277.32794	277.6777	277.33674	277.53938	277.77266	277.75117	277.85658	277.62037	277.55436	276.8797	276.20476	275.97038	275.32485	274.48623	273.5359	272.5093	270.51874	268.5588	264.46254	256.31135	246.87071	237.45856	230.15337	229.09487	231.29132	238.20686	244.92482	249.38493	251.24661
1	238.23308	245.27859	250.95629	252.29314	251.56782	250.2145	249.826	249.76241	250.60131	251.18397	252.35268	252.55732	252.36865	252.51438	252.73377	254.22117	257.52332	263.21758	273.13488	282.49368	288.18376	292.02111	293.02114	293.77327	292.0666	291.11196	291.77146	293.02276	295.54184	297.61053	299.59265	301.57862	304.06604	310.14508	325.0708	338.91279	356.27684	375.22571	391.92627	406.43459	420.44307	432.12144	442.00464	451.81352	460.16311	467.57673	473.89064	479.21227	482.54279	484.91667	486.09927	486.24958	486.74251	486.88731	486.59079	486.44719	486.68282	487.26087	487.00846	487.04992	487.04924	487.04979	486.42119	485.80427	486.02522	485.56785	485.87962	485.55187	485.51902	485.83962	485.52682	485.11535	485.12468	484.70918	484.95819	484.77292	484.87261	484.99157	484.59156	484.68739	484.55105	484.62681	484.7225	484.23083	483.57468	483.47815	482.7515	481.96374	480.02456	477.70559	473.23798	466.59136	457.56971	446.58603	434.379	420.02574	404.64549	389.05922	375.22497	359.05047	344.56085	331.91643	319.54391	308.62097	300.42753	293.8823	289.44598	286.03648	283.95409	283.36568	282.93608	282.84242	282.88033	282.03546	281.12318	280.2502	279.19514	278.72088	278.35098	278.03065	278.02177	278.23562	277.2287	276.67554	276.61949	276.6586	276.184	275.71748	273.85953	271.35914	266.62208	259.14955	250.63929	241.12528	233.77456	231.43647	232.69879	236.84097	242.74269	246.55122	249.6232	251.11628	251.48079	251.06927	251.65147	251.82042	253.26296	253.9	254.19453	253.81055
1	297.55606	297.53073	297.28111	297.07004	297.14329	297.12595	297.11916	296.94721	296.97385	296.66915	296.73952	296.54224	296.50379	296.41239	296.55	296.55015	296.58094	296.47734	296.43891	296.37009	296.38066	296.41379	296.39549	296.5295	296.40804	296.40211	296.28205	296.18976	296.47235	300.5721	308.48864	322.59487	342.88064	364.30882	388.67143	411.66525	432.28782	451.5336	464.72296	473.46833	478.76752	481.85066	482.49568	482.25273	481.04479	479.26988	478.01164	477.62228	477.63562	478.38079	478.60978	478.57466	478.44599	478.59955	478.30254	479.24537	479.14186	479.31429	479.38211	479.293	479.42857	478.70732	478.922	479.59529	478.8093	478.23488	477.71649	477.80283	477.7976	477.99516	477.63081	477.51095	477.3694	477.85122	477.51474	477.84709	478.14713	477.93599	478.13669	478.50058	478.48372	478.59882	478.76331	478.86864	478.8054	479.125	479.12107	479.80379	479.38933	479.59389	479.90509	479.07356	479.1778	479.19069	479.40221	479.25257	478.82346	479.56059	479.2695	479.60964	478.90555	480.028	479.64023	478.66152	478.29412	476.8558	473.63019	471.82872	468.28869	465.29056	461.58891	454.92916	446.91234	437.4383	425.91796	409.10913	389.18609	365.7271	344.04487	323.27923	307.02549	292.81365	284.96516	282.64113	281.70683	281.93039	282.97305	284.80966	288.29651	291.11161	294.05095	295.57669	295.8806	296.35651	295.96637	295.78863	295.68017	295.04179	294.5	294.77539	294.92938	295.18625	295.30057	295.41007	295.51618	295.38944	295.49713	295.48629	295.42219	295.60426
1	294.55306	294.56613	294.45652	294.62169	294.77691	294.73511	294.67651	294.75355	295.09305	294.9147	295.044	294.99465	295.22953	295.4148	295.53533	296.43179	299.18278	305.73737	316.41351	331.27158	350.92576	371.60882	393.96997	417.14947	435.54035	453.5625	465.43596	473.93701	479.83079	482.96053	485.72892	486.06087	487.35187	486.87201	488.05496	488.47017	489.24571	489.92841	490.75566	491.05771	490.78474	490.48886	490.30989	490.07532	491.40568	490.65802	491.19306	491.29115	490.8951	491.34768	491.82274	492.14397	492.23516	492.22084	491.91844	491.94589	491.90498	492.34607	492.66404	492.50111	492.72472	491.90146	492.34762	493.59672	493.45558	493.30884	493.04444	494.07785	494.28294	493.31373	493.25112	492.72717	492.66215	492.99321	493.31678	493.41136	492.88528	493.34646	493.27098	492.56948	492.3318	492.0879	492.38047	491.7561	492.02638	491.59343	490.41592	489.91154	488.01607	486.24831	482.62654	480.65648	475.89923	471.63342	467.08508	461.40163	456.12903	451.52828	444.83709	437.45092	427.30496	416.93723	403.60085	390.29148	375.01117	360.29191	344.92	329.8	317.33862	307.02997	298.95777	294.97693	293.9946	293.9199	295.44011	297.03733	298.64481	300.0764	300.90449	301.20134	301.26236	301.17557	300.95089	300.625	300.27224	300.01862	299.77344	299.30508	299.35799	299.37436	299.40551	299.56701	299.51771	299.44809	299.13695	299.312	299.42133	299.46577	299.41138	299.3623	299.31201	299.39547	299.20368	299.56707	299.49194	299.30677	299.51279	299.60468	299.62466	299.4692
1	292.89845	293.03899	293.23467	293.3872	293.59936	293.89366	293.94111	294.07804	293.88144	293.99572	293.97792	294.06936	294.25054	293.9822	294.1672	294.18372	294.21333	294.17209	294.43547	294.42872	294.294	294.2827	294.38826	294.32452	294.50572	294.90632	294.8797	294.7931	294.90511	294.80106	294.8847	294.65933	295.1268	295.2086	295.53094	295.8988	296.24917	297.69405	300.5565	306.78226	316.95437	336.75353	357.33131	376.57449	396.07823	410.63126	421.88497	429.42838	438.78814	452.62367	471.0056	490.6078	511.2376	528.36105	539.73768	541.39549	541.37658	542.43904	542.55698	540.9474	540.8961	541.48428	540.55714	540.97782	541.02289	541.00883	540.46452	540.73667	539.79556	539.83366	540.10343	538.77569	532.79987	522.39537	508.58426	493.07847	477.36253	463.36792	448.4956	430.59839	409.70412	383.98401	357.85951	336.68554	312.63191	297.33857	285.48459	280.06902	279.25106	280.08564	282.439	284.24225	285.58487	286.41141	287.20942	287.74646	288.52412	289.63095	290.97191	292.97309	295.01249	297.41322	299.05114	299.52349	299.28446	298.48871	297.40757	296.02746	294.58268	293.52296	292.97101	292.59548	292.44734	292.39421	292.50441	292.5431	292.55066	292.32071	292.63697	292.10706	291.88751	291.73214	291.72697	291.28899	291.29425	290.77459	290.28791	289.83407	289.41057	288.76855	288.70917	288.16774	288.01737	287.70043	287.71473	287.53927	287.47166	287.47107	287.55414	287.8539	287.76652	288.38389	288.86446	289.45105	290.02589	290.61556	291.03733	291.5673	292.12584	292.40965
1	298.4502	298.31378	298.17639	298.38289	298.28451	298.50919	298.59422	298.58368	298.77324	298.70056	298.89227	298.74322	298.75698	298.71831	298.75448	298.57945	298.76923	299.89665	304.67236	314.53263	329.71919	351.18037	374.8007	400.50211	426.61224	446.34356	466.53252	479.34951	489.08904	495.5	497.82247	500.74565	500.84505	501.75173	502.03497	500.73923	502.75641	501.5163	502.89968	502.69617	502.6287	502.84091	502.73656	503.0912	503.4964	502.14381	501.7593	501.44625	502.22065	502.0379	501.66484	501.75725	501.63916	501.66188	501.49777	501.97917	501.38771	501.43951	501.62873	501.04494	501.52418	501.53906	501.41928	501.38945	501.50941	501.61068	501.70754	501.46171	501.39096	501.55307	501.32594	501.38058	501.50277	501.18874	500.75366	500.438	500.88677	501.18337	501.28464	501.06923	500.92536	500.79204	500.73865	500.75892	500.59711	500.2816	500.61147	500.52108	500.64699	500.29876	500.13237	500.22848	499.80361	500.47154	500.09861	500.24466	500.57189	500.40109	500.33902	500.27669	500.23258	499.8627	499.83225	500.05978	499.87019	499.80444	499.53504	499.33297	499.33931	498.88082	499.09966	499.01806	498.8185	499.32664	498.31488	498.70177	498.23259	497.98235	498.15966	496.30569	494.05096	490.15747	487.71705	482.58835	477.94695	469.1194	461.54061	450.53988	440.10227	425.14958	408.92267	389.7175	370.14773	351.25366	331.65636	315.00614	301.4544	291.54493	286.40415	284.38586	284.61235	286.24605	288.91092	291.79518	295.59542	296.72945	298.88889	299.88924	300.4491	300.75762
1	297.025	296.9186	297.12231	297.14286	296.90536	297.14626	296.99677	297.13961	297.06785	296.98551	296.92173	296.83495	296.8864	296.56373	296.89789	296.86875	296.86349	296.69106	296.64286	296.71298	296.76518	296.96223	296.78347	296.94165	296.57026	300.00506	304.63953	314.70766	330.46358	350.60125	371.70779	394.40458	416.91342	436.73563	453.71915	466.45874	477.29873	481.84281	486.66709	488.38642	488.10011	489.02961	488.47283	487.76996	487.5	487.35005	487.98937	488.18575	488.26856	488.29621	488.17215	488.20742	488.17377	488.02455	487.31124	487.27077	487.11612	487.27006	486.70853	486.36416	486.1608	486.62251	486.40556	486.68265	486.35502	486.40883	486.40292	485.78366	485.73988	486.01368	485.72623	486.02373	485.77356	485.95713	485.60478	485.47006	485.51696	485.40525	485.09907	485.19977	485.73151	485.56621	485.2631	485.69896	485.60345	485.69134	485.71249	485.32794	485.24569	485.32093	483.33413	481.85272	481.9136	480.08119	478.04267	473.93503	472.45177	470.03156	465.27549	460.19876	453.10111	445.00488	435.86167	424.4258	410.83396	396.43366	380.63492	365.55659	352.09964	338.24477	325.53939	315.87191	307.25526	300.66035	296.07571	293.38682	292.67883	292.67251	293.08889	294.43006	296.04726	296.79012	297.44049	298.09063	298.21884	298.21772	298.67057	298.65698	298.73631	298.85405	298.74058	298.86255	298.82779	299.02541	299.01023	298.93469	299.01196	298.82256	298.82202	298.79279	298.63135	298.59407	298.5932	298.30059	298.4329	298.58357	298.61816	298.30781	298.75972	298.55029
1	293.82495	296.01496	297.25295	298.63548	299.73557	299.94162	300.32293	300.53614	300.48105	300.46249	300.43523	300.47482	300.43268	300.36251	300.34519	300.33888	300.21421	300.2423	300.07427	299.90219	299.81361	299.60581	299.34342	299.41693	299.18973	299.17053	299.33642	300.01965	302.15854	307.96643	315.87863	327.2101	342.96301	364.15298	385.03041	405.90595	425.90755	443.30037	458.79365	471.06149	479.99466	486.23877	489.79078	492.44681	494.1246	494.6419	496.15841	496.03063	497.72381	496.73486	497.12475	497.21012	497.40469	497.7311	497.18787	497.74314	496.82394	496.92218	496.89318	497.05113	497.28168	497.07444	496.82456	496.52884	496.33786	495.31751	495.20837	494.8224	495.25816	494.54778	494.64187	494.52693	494.67758	494.26263	494.1692	494.27027	494.36573	493.62373	493.55045	493.15726	493.6288	493.53568	493.76723	493.44668	493.49704	493.25449	493.45783	493.48793	493.46821	492.87396	493.05775	493.12955	492.68987	492.4043	492.78721	492.8286	492.84075	492.92549	492.70069	492.92144	493.08913	492.85361	492.98798	493.54873	492.66068	493.02592	492.90354	492.99213	493.30119	493.32365	493.00805	493.31917	492.7714	492.82738	493.00101	492.96593	492.88735	493.13618	492.48061	492.89157	492.73043	493.56207	493.60359	492.56958	492.85479	492.2197	491.53447	491.19085	489.66566	488.11881	485.82945	483.77195	481.35249	478.36732	474.18806	468.04922	460.10169	449.48338	435.68793	420.47591	401.37812	380.88235	360.21939	339.87284	323.4959	310.22286	298.60554	292.4023	289.62222	288.88038
1	345.21866	344.5435	342.88198	341.85525	340.9937	339.7487	339.38427	338.9713	338.49185	338.75744	339.3275	340.13805	341.17793	342.75518	344.14171	345.25377	345.73126	346.4116	346.66321	346.82325	346.79282	346.01199	345.49632	344.80466	343.2231	342.65025	342.10567	341.83348	341.59184	341.40687	341.29432	341.19494	341.05868	340.71369	340.14087	339.6472	339.32026	339.17353	338.94631	338.64752	338.60031	338.57845	338.63947	339.36013	340.25	343.31729	349.45855	359.49462	383.24862	383.24862	383.24862	383.24862	449.9476	467.48671	481.64878	495.50389	510.0251	521.92231	532.26977	536.86226	540.19551	539.57579	540.75216	542.05952	544.59497	545.67503	545.89895	548.02295	548.56121	548.68825	549.98075	548.63687	548.79786	548.8081	548.33443	549.02439	548.89806	548.29224	545.79587	545.42714	543.0102	539.06326	534.03099	528.12951	519.85695	510.80952	499.71546	487.95935	476.89702	467.31973	458.61905	451.34755	443.79702	435.83732	428.4597	418.28358	401.32843	384.46746	370.96605	356.57521	344.34312	334.88021	327.73503	323.66275	322.30634	322.67474	324.73343	327.46737	329.69944	331.50585	332.74028	333.26742	333.16409	333.31094	333.29664	333.20495	333.46865	333.9421	334.50039	334.87774	335.72544	335.93794	336.15373	336.33333	336.53225	336.59905	336.86169	337.04582	337.2557	337.45122	337.67926	338.19492	338.79887	339.30025	339.63786	339.96518	340.42222	340.67875	340.80898	341.06516	341.066	341.04211	341.03719	341.05757	341.09606	341.06689	341.05363	341.11774	341.22371	341.13263
1	265.89713	265.90178	265.96715	266.16753	266.03533	266.08582	266.12233	266.18818	266.23654	266.27998	266.25615	266.50721	266.58487	266.5334	266.53636	266.58402	266.65287	266.60876	266.86657	266.9197	267.03274	267.11029	267.12111	267.60051	270.21891	272.98651	276.49307	278.34117	279.07438	279.84675	278.86128	278.2861	278.91922	281.19659	283.47318	284.9796	285.66194	285.90561	287.30608	291.04562	298.57674	310.9189	326.17614	345.75946	368.89635	388.57143	408.23731	426.09301	443.03138	459.26312	474.91213	487.05961	493.44909	497.33777	498.66611	498.84044	498.9554	499.20593	499.53318	499.44629	499.36053	499.49171	499.54148	499.35471	499.16441	499.48732	499.17038	499.12924	498.89995	497.86154	496.41907	493.63184	487.84723	479.69226	469.59736	457.35705	443.88141	429.56792	415.70545	401.92401	389.08135	374.97542	361.26733	348.28112	335.79402	324.50038	314.93708	306.51145	300.55759	296.42976	293.21729	291.15112	289.90889	289.23027	288.9397	288.55957	288.47847	287.78373	287.28901	286.69964	286.61127	286.71835	286.96247	287.31736	288.13403	289.25236	290.83613	292.33111	293.36369	292.27077	289.69302	286.67846	282.76393	278.70868	275.1119	272.46788	270.43802	269.10191	268.59653	268.45235	268.32633	268.37324	268.62126	268.98839	269.52424	270.17755	270.30741	270.3513	270.40696	270.27661	270.11432	269.92426	269.88835	270.06964	270.06643	270.49246	270.64555	270.99451	271.3156	271.71796	272.13823	272.43516	272.89385	273.04576	273.00244	273.01169	273.27475	273.2362	273.33559	273.48892
