2	0.99363583	2.2737801	2.9138523	2.2737801	1.633708	0.14020629	-0.71322325	-1.139938	-0.92658063	-0.49986586	-0.92658063	-1.5666528	-1.7800102	-1.9933676	-2.2067256	-1.7800102	-1.3532954	-0.71322325	-0.49986586	-0.28650848	0.35356367	0.35356367	0.78027844	0.78027844	0.78027844	0.56692106	0.56692106	0.35356367	0.56692106	0.56692106	0.56692106	0.35356367	0.35356367	0.14020629	0.14020629	0.35356367	0.14020629	0.35356367	0.56692106	0.78027844	0.78027844	1.2069932	1.4203506	1.4203506	0.35356367	-0.28650848	-0.71322325	-0.92658063	-0.92658063	-0.71322325	-0.71322325	-1.139938	-1.5666528	-1.3532954	-1.139938	-0.49986586	0.14020629	0.14020629	0.14020629	0.14020629	0.14020629	0.35356367	0.35356367	0.14020629	-0.073151094	-0.073151094	-0.073151094	0.14020629	0.14020629	-0.073151094
1	-0.060775475	-0.34439436	1.9245567	3.62627	1.9245567	0.50646229	-0.62801324	-1.195251	-0.91163212	0.22284341	1.3573189	0.50646229	-1.195251	-2.3297265	-2.0461076	-0.91163212	-0.34439436	-0.34439436	-0.91163212	-0.91163212	-0.34439436	0.22284341	0.22284341	0.50646229	0.79008117	0.79008117	0.79008117	0.79008117	0.79008117	0.79008117	1.0737001	0.79008117	0.50646229	0.22284341	0.22284341	0.22284341	0.22284341	-0.060775475	0.79008117	1.0737001	0.79008117	0.50646229	0.22284341	0.22284341	-0.34439436	-1.195251	-2.0461076	-1.4788699	-0.34439436	0.50646229	0.22284341	-1.195251	-2.0461076	-1.7624888	-1.195251	-0.34439436	0.50646229	0.79008117	0.50646229	0.22284341	-0.060775475	-0.060775475	-0.060775475	-0.34439436	-0.34439436	-0.060775475	0.22284341	0.22284341	-0.060775475	-0.34439436
2	0.61164509	1.3173894	2.0231338	2.2583819	2.0231338	1.7878857	0.37639698	-0.79984358	-1.5055879	-1.9760841	-1.2703398	-0.79984358	-1.2703398	-1.5055879	-1.9760841	-1.5055879	-1.0350917	-0.79984358	-0.32934736	-0.32934736	0.14114887	0.37639698	0.61164509	0.84689321	0.61164509	0.61164509	0.37639698	0.37639698	0.14114887	0.14114887	0.14114887	0.14114887	0.14114887	0.37639698	0.14114887	0.14114887	0.14114887	0.61164509	1.0821413	1.3173894	0.37639698	0.37639698	1.5526375	2.0231338	1.5526375	0.14114887	-0.56459547	-1.2703398	-1.5055879	-0.79984358	-0.094099245	-0.094099245	-0.79984358	-1.5055879	-1.740836	-1.0350917	-0.094099245	0.61164509	0.61164509	0.37639698	0.37639698	0.14114887	0.14114887	-0.094099245	-0.32934736	-0.56459547	-0.56459547	-0.56459547	-0.32934736	-0.094099245
2	0.64449713	1.2037715	1.9494706	2.1358954	2.1358954	1.3901963	0.45807234	-0.66047638	-1.2197507	-1.4061755	-1.2197507	-0.84690117	-0.84690117	-1.4061755	-1.7790251	-1.5926003	-1.2197507	-0.84690117	-0.47405159	-0.47405159	-0.28762681	0.085222767	0.27164755	0.45807234	0.45807234	0.45807234	0.45807234	0.45807234	0.27164755	0.085222767	0.085222767	0.085222767	0.085222767	0.27164755	0.085222767	0.085222767	0.085222767	0.64449713	1.0173467	1.3901963	1.2037715	1.2037715	1.7630458	2.1358954	1.7630458	0.64449713	-0.10120202	-0.66047638	-1.2197507	-1.2197507	-0.66047638	-0.66047638	-1.4061755	-1.9654504	-1.7790251	-1.4061755	-0.47405159	0.085222767	0.45807234	0.27164755	-0.28762681	-0.10120202	0.085222767	0.27164755	0.085222767	-0.10120202	-0.10120202	-0.10120202	-0.10120202	-0.10120202
1	0.80530358	1.4247679	1.2182798	1.8377441	1.4247679	0.59881549	-0.64011309	-0.84660118	-0.84660118	-0.43362499	-0.43362499	-1.2595774	-1.8790417	-2.2920185	-2.0855298	-1.0530893	-0.64011309	-0.84660118	-0.84660118	-0.2271369	0.39232739	0.80530358	0.39232739	0.18583929	-0.020648801	-0.020648801	0.18583929	0.39232739	0.39232739	-0.020648801	-0.020648801	-0.020648801	-0.020648801	0.39232739	0.39232739	0.39232739	0.59881549	0.80530358	0.59881549	0.59881549	0.18583929	-0.020648801	0.18583929	1.8377441	2.4572084	1.4247679	0.39232739	-1.2595774	-1.2595774	-0.43362499	0.18583929	-0.2271369	-1.2595774	-2.0855298	-2.0855298	-1.8790417	-1.0530893	-0.43362499	-0.2271369	-0.2271369	-0.020648801	0.39232739	1.0117917	1.0117917	1.0117917	1.0117917	0.59881549	0.59881549	0.39232739	0.39232739
2	1.2042185	2.5392119	2.5392119	2.3484985	1.9670719	1.0135052	-0.3214882	-1.0843416	-1.4657682	-1.4657682	-1.0843416	-1.2750549	-1.2750549	-1.2750549	-1.2750549	-1.2750549	-1.0843416	-0.89362821	-0.51220154	-0.3214882	-0.13077486	0.44136515	0.44136515	0.25065182	0.059938478	0.44136515	0.44136515	0.25065182	0.25065182	0.25065182	0.44136515	0.44136515	0.44136515	0.25065182	0.25065182	-0.13077486	0.44136515	1.0135052	1.0135052	1.0135052	1.2042185	1.3949318	1.5856452	1.2042185	0.25065182	-0.3214882	-0.70291488	-1.0843416	-1.2750549	-0.70291488	-0.51220154	-1.0843416	-1.6564816	-1.8471949	-1.4657682	-0.70291488	0.059938478	0.25065182	0.25065182	0.059938478	0.059938478	0.25065182	0.25065182	0.059938478	-0.3214882	-0.13077486	-0.13077486	0.059938478	0.059938478	0.059938478
2	1.1820973	2.0395771	2.0395771	1.8252072	0.96772728	-0.10412256	-0.74723246	-1.3903424	-1.6047123	-1.1759724	-0.96160243	-1.1759724	-1.6047123	-1.8190823	-1.8190823	-1.3903424	-0.96160243	-0.96160243	-0.74723246	-0.31849252	0.11024741	0.32461738	0.53898735	0.32461738	0.32461738	0.32461738	0.53898735	0.32461738	0.11024741	0.11024741	0.32461738	0.32461738	0.32461738	-0.10412256	-0.10412256	-0.10412256	0.32461738	0.96772728	1.1820973	0.75335732	1.1820973	1.8252072	2.0395771	1.3964672	-0.10412256	-0.31849252	-1.1759724	-1.1759724	-0.96160243	-0.53286249	0.32461738	-0.53286249	-1.6047123	-2.0334523	-1.6047123	-0.53286249	0.32461738	0.53898735	0.53898735	0.53898735	0.75335732	0.75335732	0.53898735	0.32461738	-0.10412256	-0.10412256	0.11024741	0.32461738	0.53898735	0.53898735
2	1.3423609	2.0665632	2.0665632	2.0665632	0.98025966	0.25605729	-0.64919569	-1.1923475	-1.3733981	-1.3733981	-1.0112969	-1.0112969	-1.5544487	-1.9165504	-1.9165504	-1.5544487	-1.1923475	-0.83024628	-0.64919569	-0.2870945	-0.1060439	0.25605729	0.43710788	0.43710788	0.43710788	0.43710788	0.43710788	0.25605729	0.25605729	0.25605729	0.25605729	-0.1060439	0.07500669	0.25605729	0.07500669	-0.1060439	0.07500669	0.25605729	0.61815847	0.98025966	1.5234114	2.0665632	1.8855126	1.1613103	-0.1060439	-0.64919569	-1.0112969	-1.1923475	-1.3733981	-1.0112969	-0.46814509	-0.83024628	-1.3733981	-1.7354993	-1.0112969	-0.46814509	0.25605729	0.61815847	0.43710788	0.43710788	0.43710788	0.61815847	0.61815847	0.43710788	0.43710788	0.25605729	0.25605729	0.43710788	0.79920907	0.79920907
2	0.93053869	1.6938712	2.4572037	2.4572037	1.1849829	-0.087238002	-1.1050147	-1.3594589	-1.613903	-0.85057052	-0.59612635	-1.1050147	-1.613903	-1.8683472	-1.3594589	-1.1050147	-0.85057052	-0.85057052	-0.85057052	-0.59612635	-0.087238002	0.16720617	0.42165034	0.67609452	0.67609452	0.67609452	0.67609452	0.67609452	0.42165034	0.16720617	0.42165034	0.16720617	0.16720617	0.16720617	-0.087238002	0.16720617	0.16720617	0.16720617	-0.34168217	0.16720617	1.1849829	1.9483154	2.4572037	1.439427	0.16720617	-0.59612635	-1.1050147	-0.85057052	-0.59612635	-0.087238002	-0.087238002	-1.1050147	-1.8683472	-1.8683472	-1.3594589	-0.34168217	0.42165034	0.42165034	-0.087238002	0.16720617	0.42165034	0.93053869	0.67609452	0.67609452	0.42165034	0.16720617	0.16720617	0.16720617	-0.34168217	-0.087238002
1	-0.33813431	0.015140342	1.0749643	1.7815136	1.0749643	0.015140342	-1.0446836	-2.1045075	-1.3979582	-0.33813431	1.0749643	0.36841499	-0.69140895	-1.7512329	-1.7512329	-1.0446836	-0.33813431	-0.33813431	0.36841499	0.36841499	0.72168964	1.0749643	0.72168964	1.4282389	1.0749643	1.0749643	0.72168964	0.72168964	0.36841499	0.36841499	0.36841499	0.015140342	0.015140342	-0.33813431	-0.33813431	-0.33813431	0.015140342	-0.33813431	-0.33813431	0.36841499	0.72168964	1.0749643	1.0749643	-1.0446836	-1.0446836	0.015140342	0.36841499	0.72168964	-0.33813431	-2.1045075	-1.7512329	-1.7512329	-2.4577822	-2.1045075	-0.69140895	0.72168964	1.7815136	2.1347882	1.0749643	0.015140342	-0.33813431	-0.33813431	0.015140342	0.015140342	0.36841499	0.36841499	0.36841499	0.36841499	0.36841499	0.015140342
