8	-0.50174995	-0.44070091	-0.26005579	-0.035857824	0.25335666	0.51601409	0.7588699	0.96189014	1.1441794	1.3768664	1.4708705	1.4737299	1.5105452	1.5005371	1.4034949	1.1897518	0.90845436	0.71501324	0.4461544	0.17125499	-0.081644607	-0.32442893	-0.45655293	-0.48302062	-0.41149888	-0.26357647	-0.085165292	0.11665756	0.34378645	0.57770651	0.80247636	1.0421332	1.2832197	1.4651516	1.417256	1.3809768	1.4238684	1.4378082	1.3833001	1.3561354	1.4528202	1.3484507	1.1607999	0.93722747	0.67365859	0.4355566	0.18446203	-0.060020092	-0.2710825	-0.4123031	-1.0645592	-1.0645592	-1.0645592	-1.0645592	-1.0645592	-1.0645592	-1.0645592	-1.0645592	-1.0645592	-1.0645592	-1.0645592	-1.0645592	-1.0645592	-1.0645592	-1.0645592	-1.0645592	-1.0645592	-1.0645592	-1.0645592	-1.0645592	-1.0645592	-1.0645592	-1.0645592	-1.0645592	-1.0645592	-1.0645592	-1.0645592	-1.0645592	-1.0645592	-1.0645592
8	-0.41801403	-0.43576222	-0.2799305	-0.045302148	0.20512342	0.4625384	0.70701633	0.97071989	1.1936613	1.4022072	1.3972825	1.3612936	1.3878117	1.4760791	1.5830986	1.4721014	1.2811711	1.0269761	0.80933831	0.5663757	0.33062979	0.037017609	-0.22081408	-0.37045193	-0.41346807	-0.38092658	-0.25066589	-0.076290441	0.13380867	0.35186321	0.59550772	0.82676449	1.0578508	1.2580624	1.2842017	1.1881683	1.1891154	1.2643131	1.2965137	1.265639	1.2694273	1.3262518	1.290263	1.0731934	0.83585641	0.58397235	0.32746656	0.077609243	-0.16004975	-0.33728536	-1.0925777	-1.0925777	-1.0925777	-1.0925777	-1.0925777	-1.0925777	-1.0925777	-1.0925777	-1.0925777	-1.0925777	-1.0925777	-1.0925777	-1.0925777	-1.0925777	-1.0925777	-1.0925777	-1.0925777	-1.0925777	-1.0925777	-1.0925777	-1.0925777	-1.0925777	-1.0925777	-1.0925777	-1.0925777	-1.0925777	-1.0925777	-1.0925777	-1.0925777	-1.0925777
8	-0.4187087	-0.36273264	-0.18372029	0.039423074	0.25265444	0.51653571	0.73743757	0.906723	1.0965933	1.3158089	1.2952446	1.3003857	1.3320547	1.4169853	1.4208925	1.2428056	1.0517631	0.82296455	0.5933023	0.39535021	0.15112843	-0.093998192	-0.29801675	-0.42533041	-0.34743279	-0.21257202	-0.040201948	0.18144022	0.37538226	0.61956292	0.86189279	1.0793193	1.3098452	1.384905	1.3552924	1.3561149	1.2905148	1.3003857	1.2820834	1.3250628	1.4093765	1.3803808	1.2220356	0.96292527	0.7348259	0.48616222	0.25524554	0.020359956	-0.1748982	-0.32970635	-1.1064616	-1.1064616	-1.1064616	-1.1064616	-1.1064616	-1.1064616	-1.1064616	-1.1064616	-1.1064616	-1.1064616	-1.1064616	-1.1064616	-1.1064616	-1.1064616	-1.1064616	-1.1064616	-1.1064616	-1.1064616	-1.1064616	-1.1064616	-1.1064616	-1.1064616	-1.1064616	-1.1064616	-1.1064616	-1.1064616	-1.1064616	-1.1064616	-1.1064616	-1.1064616
8	-0.38069695	-0.4123352	-0.29416309	-0.073723675	0.19866348	0.45044978	0.69663169	0.97770822	1.1684632	1.3986375	1.4147479	1.3981233	1.356476	1.4269165	1.5146672	1.3857834	1.156466	0.93160481	0.69663169	0.49238845	0.21138048	-0.053979762	-0.22915557	-0.38304497	-0.43290178	-0.34354001	-0.19738021	-0.0067623329	0.22001844	0.45290063	0.69766002	0.94103116	1.188687	1.3405369	1.2839788	1.2443881	1.2999179	1.3797848	1.3072876	1.2423315	1.2620411	1.3837267	1.2654689	1.0195269	0.76775776	0.53823478	0.29153871	0.053480594	-0.12462595	-0.29764227	-1.0942029	-1.0942029	-1.0942029	-1.0942029	-1.0942029	-1.0942029	-1.0942029	-1.0942029	-1.0942029	-1.0942029	-1.0942029	-1.0942029	-1.0942029	-1.0942029	-1.0942029	-1.0942029	-1.0942029	-1.0942029	-1.0942029	-1.0942029	-1.0942029	-1.0942029	-1.0942029	-1.0942029	-1.0942029	-1.0942029	-1.0942029	-1.0942029	-1.0942029	-1.0942029
8	-0.46290068	-0.40205744	-0.21662848	0.016436183	0.26337279	0.49518918	0.73763603	0.95392954	1.1735853	1.4087439	1.4510241	1.4073345	1.4592788	1.5178671	1.4747816	1.3086807	1.1220437	0.84794713	0.61268792	0.40305857	0.17814795	-0.088620091	-0.30026278	-0.50113408	-0.50282529	-0.39793008	-0.23025882	-0.028763383	0.20126113	0.44268118	0.68341668	0.90756224	1.1492239	1.3324382	1.2720378	1.2557298	1.3549876	1.4512254	1.4002878	1.3308275	1.3543836	1.3908251	1.2645885	0.99077373	0.7381595	0.4794247	0.23585038	-0.012998902	-0.22291012	-0.38619229	-1.0771316	-1.0771316	-1.0771316	-1.0771316	-1.0771316	-1.0771316	-1.0771316	-1.0771316	-1.0771316	-1.0771316	-1.0771316	-1.0771316	-1.0771316	-1.0771316	-1.0771316	-1.0771316	-1.0771316	-1.0771316	-1.0771316	-1.0771316	-1.0771316	-1.0771316	-1.0771316	-1.0771316	-1.0771316	-1.0771316	-1.0771316	-1.0771316	-1.0771316	-1.0771316
8	-0.41863371	-0.37075333	-0.21553278	0.0025751692	0.24734056	0.49215923	0.75697543	0.98625428	1.2686349	1.4272298	1.3787456	1.3158759	1.3670241	1.476602	1.4604406	1.2927882	1.0761188	0.78823265	0.56575579	0.33510943	0.064272671	-0.187348	-0.34082808	-0.37807036	-0.33539359	-0.21237154	-0.056422845	0.1266628	0.33058069	0.57239795	0.79764534	1.0347385	1.2011477	1.329551	1.3407396	1.2849739	1.2934986	1.2972282	1.2993593	1.2746732	1.3391413	1.3600978	1.2386209	0.99264781	0.75555464	0.51407481	0.26589954	0.047098957	-0.15891458	-0.32456012	-1.099988	-1.099988	-1.099988	-1.099988	-1.099988	-1.099988	-1.099988	-1.099988	-1.099988	-1.099988	-1.099988	-1.099988	-1.099988	-1.099988	-1.099988	-1.099988	-1.099988	-1.099988	-1.099988	-1.099988	-1.099988	-1.099988	-1.099988	-1.099988	-1.099988	-1.099988	-1.099988	-1.099988	-1.099988	-1.099988
8	-0.48285483	-0.43484457	-0.27012919	-0.035638672	0.22582331	0.46173058	0.70682905	0.94572922	1.131324	1.3659739	1.3951945	1.4500937	1.4527501	1.4832103	1.4260089	1.2848647	1.0452562	0.76172827	0.51498283	0.27213346	0.024732764	-0.17522438	-0.40367598	-0.46564127	-0.42436059	-0.28668751	-0.10355432	0.11889379	0.34390977	0.57808152	0.82831572	0.94750016	1.1608988	1.3817353	1.3723493	1.3137311	1.36987	1.4295508	1.4378742	1.3450768	1.3528689	1.3957258	1.2062349	1.0245362	0.75907186	0.48739154	0.24340877	0.0019938601	-0.23123929	-0.37978597	-1.0784583	-1.0784583	-1.0784583	-1.0784583	-1.0784583	-1.0784583	-1.0784583	-1.0784583	-1.0784583	-1.0784583	-1.0784583	-1.0784583	-1.0784583	-1.0784583	-1.0784583	-1.0784583	-1.0784583	-1.0784583	-1.0784583	-1.0784583	-1.0784583	-1.0784583	-1.0784583	-1.0784583	-1.0784583	-1.0784583	-1.0784583	-1.0784583	-1.0784583	-1.0784583
8	-0.41104297	-0.36355095	-0.24707689	-0.015252332	0.23945329	0.48418969	0.72300519	0.91186757	1.1333662	1.3819726	1.4044435	1.3364958	1.340776	1.4286978	1.3998066	1.2633763	1.0495463	0.83714299	0.61983533	0.39671377	0.12092832	-0.15894111	-0.32700902	-0.42317011	-0.36244524	-0.27092099	-0.10370912	0.096888052	0.31694215	0.54662663	0.77864737	1.0095981	1.1640408	1.3628902	1.4559838	1.2942292	1.2674781	1.2919108	1.289949	1.3017195	1.2697966	1.3675271	1.3068913	1.0909212	0.85176689	0.58768057	0.33627424	0.093107237	-0.121882	-0.29965161	-1.1015945	-1.1015945	-1.1015945	-1.1015945	-1.1015945	-1.1015945	-1.1015945	-1.1015945	-1.1015945	-1.1015945	-1.1015945	-1.1015945	-1.1015945	-1.1015945	-1.1015945	-1.1015945	-1.1015945	-1.1015945	-1.1015945	-1.1015945	-1.1015945	-1.1015945	-1.1015945	-1.1015945	-1.1015945	-1.1015945	-1.1015945	-1.1015945	-1.1015945	-1.1015945
8	-0.49743873	-0.47072989	-0.32072421	-0.10564468	0.15025076	0.41160762	0.68120485	0.94663365	1.1550553	1.3673366	1.4663368	1.4233016	1.4491613	1.498758	1.5159335	1.3324066	1.1203183	0.86038955	0.6363749	0.36849522	0.10881732	-0.1133061	-0.28062235	-0.46131232	-0.51353351	-0.36107696	-0.20205898	0.037355716	0.28039849	0.52400091	0.75766471	0.9732653	1.1973185	1.3860559	1.3576874	1.3030732	1.3713892	1.4032314	1.3673366	1.4005296	1.3949331	1.3443716	1.1895992	0.94779155	0.7078172	0.45913933	0.20739302	-0.036093608	-0.24978367	-0.43556839	-1.0684947	-1.0684947	-1.0684947	-1.0684947	-1.0684947	-1.0684947	-1.0684947	-1.0684947	-1.0684947	-1.0684947	-1.0684947	-1.0684947	-1.0684947	-1.0684947	-1.0684947	-1.0684947	-1.0684947	-1.0684947	-1.0684947	-1.0684947	-1.0684947	-1.0684947	-1.0684947	-1.0684947	-1.0684947	-1.0684947	-1.0684947	-1.0684947	-1.0684947	-1.0684947
8	-0.43989657	-0.43037382	-0.26472437	-0.034894452	0.22960255	0.51828091	0.77282718	0.97041528	1.1482089	1.4190901	1.3907358	1.3741513	1.4401329	1.4980897	1.4335347	1.2519962	1.0105392	0.81366443	0.58021444	0.31821404	0.076632264	-0.13500814	-0.34486525	-0.4322641	-0.41518022	-0.29218698	-0.11187891	0.10512918	0.33918548	0.58406634	0.83559885	1.0747375	1.270899	1.3370589	1.243793	1.2396915	1.370228	1.3959074	1.2787455	1.2036691	1.232915	1.384316	1.3194044	1.0494149	0.79761485	0.52892713	0.27759078	0.040039232	-0.16689329	-0.34449076	-1.0914202	-1.0914202	-1.0914202	-1.0914202	-1.0914202	-1.0914202	-1.0914202	-1.0914202	-1.0914202	-1.0914202	-1.0914202	-1.0914202	-1.0914202	-1.0914202	-1.0914202	-1.0914202	-1.0914202	-1.0914202	-1.0914202	-1.0914202	-1.0914202	-1.0914202	-1.0914202	-1.0914202	-1.0914202	-1.0914202	-1.0914202	-1.0914202	-1.0914202	-1.0914202
