2	0.39814982	0.50392146	0.52590358	0.60730194	0.57288653	0.80410097	0.72174092	0.68830117	-0.41904691	-0.85394649	-0.92463507	-0.59134022	-0.4559197	-0.058858237	-0.011106176	0.19553025	0.27645718	0.26734272	0.34066121	0.39272112	0.4125648	0.52252279	0.7027034	0.71321999	0.79313542	0.78638417	0.8400236	0.82889889	0.86125545	0.87135286	0.86899512	0.90895041	0.84508233	0.87110318	0.88145332	0.84961618	0.89053923	0.78536477	0.49880137	0.4027268	-0.49186967	-0.12686041	-0.07710296	-0.19988972	-0.70661939	-0.93535883	-0.90499915	-0.9453639	-0.96573126	-0.98095058	-0.88403704	-0.78652145	-7.5177104	-0.65079231	-0.6284791	-0.52884695	-0.33367605	-0.14234339	-0.095347074	-0.045828375	-0.070610507	-0.27178178	0.068568682	0.002753543	0.13207285	0.27793039	-0.035419916	-0.26408585	-0.28218477	-0.18155144	-0.18155144	-0.19202673	-0.18050713	-0.14495508	-0.10316633	-0.10577862	0.020967891	0.10877001	0.13078736	0.17218548	0.17391567	0.21030731	0.25998274	0.28884552
2	-1.094367	-1.2513069	-1.4177028	-1.5014931	-1.3544825	-1.1937502	-1.0365561	-0.80410749	-0.76007286	-0.48942706	-0.37290364	-0.24395456	-0.14796099	0.055676169	0.18270298	0.34624238	0.48796721	0.555664	0.58059321	0.5532993	0.58889251	0.56040703	0.55851286	0.68723311	0.70852816	0.7640755	0.74518126	0.74754194	0.75935415	0.83961229	0.83354921	0.91560195	0.91030247	1.0196443	1.0249245	1.0231668	1.0818296	1.0963654	1.1427455	1.1427455	1.1567955	1.1755179	1.1848747	1.2164371	1.242382	1.2779969	1.3127358	1.3552689	1.3610927	1.3610919	1.3319745	1.2899456	1.0344114	0.4904949	0.0073730568	-0.30927461	-0.43549124	-0.77474358	-0.95858478	-1.1072471	-1.2005416	-1.3414795	-1.4648521	-1.5279652	-1.5697472	-1.6283967	-1.5817035	-1.580204	-1.4152157	-1.368115	-1.2950754	-1.2119226	-1.1098944	-1.0815599	-0.83104247	-0.71607758	-0.63551592	-0.43112078	-0.25422671	-0.092978931	0.054244507	0.17415317	0.28896389	0.36294778
1	0.081699876	0.057579707	0.01930907	-0.017997872	-0.045012881	-0.058198905	-0.12284234	-0.42193859	-0.41229037	-0.304506	-0.17494347	-0.050342875	0.10292671	0.10871564	0.25343965	0.39546187	0.58611125	0.49443102	0.61312701	0.56314857	0.59140519	0.61138965	0.53020717	0.57431331	0.41167117	0.4373995	0.23105609	0.03667511	-0.012851907	0.16274566	0.10871564	0.048896687	-0.058392693	0.41784543	0.64322915	0.73276491	0.73070682	0.68825391	0.67892718	0.63087913	0.57376198	0.52667838	0.49400288	0.45412258	0.39237399	0.34529113	0.28945992	0.25086704	0.20648525	0.14758492	0.097964014	-0.016711944	-0.116282	-0.17301382	-0.23283277	-0.28557611	-0.32352602	-0.35247142	-0.38849093	-0.42116718	-0.47789825	-0.52999938	-0.55977027	-0.59817986	-0.60056995	-0.65349656	-0.74804984	-0.096471043	0.32097718	0.39816367	-8.40928	0.099067421	0.10292671	0.030564698	-0.21353558	-0.38591833	0.025096498	0.19297699	0.22192164	0.18049928	0.1691783	0.12222389	0.053527383	0.023811322
1	-1.4254765	-1.4516591	-1.4867579	-1.5352773	-1.5586086	-1.5828908	-1.6200207	-1.6021215	-1.5186661	-1.3317239	-1.0669951	-0.81964361	-0.54594676	-0.30171116	-0.076981605	0.16831921	0.42747612	0.64516585	0.95512788	1.1231131	1.3215984	1.455097	1.5154859	1.6303538	1.6820869	1.8094137	1.9845661	1.8921853	1.8168744	1.7685079	1.7250714	1.6502626	1.5158031	1.3786568	1.2183681	1.0256067	0.87072474	0.67110924	0.52028267	0.38665334	0.27755614	0.2089809	0.11567132	0.050917234	-0.014237956	-0.068032435	-0.11740329	-0.15782497	-0.19040298	-0.21429401	-0.23484554	-0.25917959	-0.29168034	-0.32652276	-0.36173916	-0.39371469	-0.41724325	-0.45004729	-0.48189707	-0.51445041	-0.55016984	-0.57515732	-0.60788574	-0.63744727	-0.6728149	-0.69657031	-0.72507648	-0.75053247	-0.77258566	-0.80045812	-0.84558535	-0.8546348	-0.85342903	-0.88323138	-0.89324659	-0.90033491	0.19080721	0.7085128	0.19208942	0.060066958	0.17972184	0.38295876	0.41691843	0.49504532
1	-0.50085729	-0.52961638	-0.56981956	-0.6249893	-0.67810531	-0.71273295	-0.74457315	-0.76907674	-0.79959622	-0.82248575	-0.846696	-0.86914552	-0.88798515	-0.90700127	-0.91052274	-0.92402192	-0.93106485	-0.47234973	0.21811184	0.35633006	0.54913099	0.68219278	0.8793952	1.0623867	1.204126	1.3039021	1.4453481	1.5973589	1.7267142	1.7781277	1.857948	1.9494232	1.9876563	1.970489	1.9154655	1.3129406	0.9924858	0.86584428	0.73136753	0.6260169	0.49924379	0.40915239	0.2557918	0.14650847	0.063753343	-0.017123513	-0.14072676	-0.1892062	-0.21723159	-0.26345066	-0.31187116	-0.34180362	-0.34532508	-0.37995306	-0.40342961	-4.0598409	-0.440405	-0.47209854	-0.49322733	-0.52315979	-0.54018044	-0.55353261	-0.61413156	-0.64993324	-0.64068923	-0.6548635	-0.67678459	-0.69219118	-0.70847778	-0.72916657	-0.75381683	-0.7687834	-0.77758706	-0.78639073	-0.78691881	-0.79313998	-0.7990092	0.20050451	0.51391633	0.64245052	0.91184368	1.0879177	1.1076383	1.1736069
2	-0.18521329	-0.11495144	0.11972199	0.12773901	0.28709715	0.11831857	-0.33942636	-0.40273139	-0.37959826	-0.31762592	-0.09183037	-0.04318007	0.021799258	0.43516122	0.54792517	0.6807196	0.83312736	0.77626552	0.86222381	0.45886182	0.76724296	0.54271579	0.54271499	0.50219102	0.50924188	0.51910923	0.56384346	0.61661078	0.61660595	0.64095843	0.63453935	0.62047621	0.61083071	0.65701819	0.68862168	0.79306798	0.80864065	0.86023845	0.88236282	0.89749821	0.94682611	0.95240764	0.99143816	0.98586708	0.97193496	0.98818763	1.0360116	1.0206986	1.0380975	1.0415747	1.0925873	1.111126	1.1418806	1.1430695	1.0644425	0.9102994	0.79023301	0.12566362	-0.35476753	-0.47191535	-0.77294421	-1.1042808	-1.2547257	-1.431572	-1.6275758	-1.7228601	-1.855245	-1.8787989	-1.9756051	-1.9184893	-1.9376336	-1.8924453	-1.7105086	-1.7772647	-1.7549997	-1.7327539	-1.4429818	-1.1817655	-1.0365533	-0.97212461	-0.85385629	-0.63134102	-0.44596896	-0.28230088
2	-0.026830323	-0.058356003	-0.051582633	-0.15075963	-0.11127812	-0.15469524	-0.020105199	-0.068467441	-0.19872401	-0.40081543	-0.44646609	-0.50160022	-0.47832877	0.67004603	0.84461343	0.98197518	1.0530573	0.94031059	0.96979573	0.95370739	0.96292957	0.99332178	1.0055391	1.0248	0.99849181	1.0206892	1.0291846	1.0888816	1.0956795	1.0951198	1.0888824	1.0762969	1.0909934	1.1091208	1.1462998	1.177749	1.2292518	1.256666	1.2482633	1.3061409	1.3145332	1.3712017	1.4011849	1.4067646	1.4288507	1.4215302	1.4304778	-0.038077459	-0.2456091	-0.47508201	-0.73060772	-0.61928096	-0.91712855	-1.0094205	-1.0896368	-0.62781058	-0.56452614	-0.67517593	-0.91503752	-1.0643312	-1.1975966	-1.2833727	-1.2996596	-1.349663	-1.4644084	-1.4335601	-1.4487447	-1.3692268	-1.2975077	-1.2469461	-1.2066581	-1.0479775	-0.93952521	-0.88661349	-0.88699948	-0.92487765	-0.92487543	-0.89929027	-0.93571059	-0.90679331	-0.86748215	-0.92565186	-0.9340694	-0.91540644
1	-1.5140958	-1.5033798	-1.5443786	-1.5876398	-1.6175907	-1.639886	-1.6636465	-1.6259093	-1.5210841	-1.3030464	-0.90455401	-0.53805275	-0.28647152	0.0031579716	0.25862193	0.50709663	0.71985525	0.89223437	1.0692733	1.213699	1.4280091	1.5724358	1.6858025	1.7436515	1.8053814	1.6842501	1.5227412	1.563118	1.6178604	1.610484	1.594177	1.594955	1.5363289	1.4105387	1.2565621	1.0599546	0.88835256	0.71597163	0.56877213	0.45429642	0.34807307	0.27259861	0.19184322	0.13166567	0.071599658	0.010147219	-0.027901933	-0.080314051	-0.11875129	-0.15509031	-0.18490706	-0.19981498	-0.25308216	-0.28957714	-0.32451976	-0.3675361	-0.40410907	-0.44836857	-0.49053166	-0.53650039	-0.56866835	-0.59395949	-0.63589046	-0.67249515	-0.71442521	-0.74420931	-0.78652836	-0.81758827	-0.84554073	-0.87549168	-0.91143082	-0.92629521	-0.94537601	-0.95669047	-0.97692284	-0.96900235	0.384413	0.33875528	-0.19018708	-0.19950487	0.011699579	0.23940239	0.1673074	0.31585978
2	0.59206819	0.44456575	0.33315254	0.24548864	0.1395545	0.04463842	0.020939682	-0.11387941	-0.10782594	0.018302643	0.01163284	0.13881903	0.44894595	0.82988354	1.1811029	1.1814057	1.0502839	1.0986279	1.1242541	1.1450649	1.0465267	1.1601264	0.4145533	0.4433098	0.50379263	0.52584737	0.55124401	0.562917	0.56104272	0.5597069	0.57118154	0.57371009	0.60186291	0.63237188	0.66341799	0.67117535	0.69133652	0.71961047	0.67505437	0.67052774	0.6685889	0.67795964	0.71573545	0.77874416	0.91331899	0.90228097	0.93576776	0.9102014	0.87800251	0.87800251	0.87221593	0.83833644	0.81599683	0.74839892	0.3742323	-0.15894535	-0.55214697	-0.89097914	-1.1398285	-1.3485213	-1.5065982	-1.7092422	-1.8499946	-1.9326689	-1.9416826	-1.9882651	-2.010381	-2.0229719	-1.9846955	-1.8946645	-1.8350596	-1.7100974	-1.5951546	-1.4299736	-1.2015493	-1.0099208	-0.82673177	-0.7011676	-0.58241634	-0.43823849	-0.244098	-0.095195843	0.00043707385	0.066627939
1	-0.26791304	-0.30234848	-0.33158936	-0.35837898	-0.37921513	-0.39602425	-0.41353368	-0.43419501	-0.45234647	-0.47073137	-0.48532267	-0.49349363	-0.4660623	-0.33386545	-0.0624683	0.20630277	0.47835695	0.68356144	0.89676035	1.0563889	1.120299	1.2669409	1.384692	1.4850798	1.5405269	1.6759333	1.7064293	1.7357577	1.7272947	1.6852721	1.6123159	1.5983084	1.4573568	1.2953939	1.1652397	1.0677697	1.0788594	-0.10011357	-0.32190056	-0.55185884	-0.64859893	-0.78006618	-0.81310065	-0.72555317	-0.84566825	-0.92262249	-0.99835128	-1.0591967	-1.1170657	-1.1673179	-0.33474126	-0.23038432	-0.18415916	-0.18999575	-0.19597819	-0.21334177	-3.8692666	-0.21042364	-0.21013193	-0.23231043	-0.24369155	-0.26557834	-0.27739737	-0.28804922	-0.30497489	-0.29446923	-0.31197866	-0.301473	-0.30672583	-0.11061922	-0.64641008	-0.48313416	-0.34816504	-0.21100706	-0.0077508275	0.15348244	0.068853087	0.085924949	0.17653641	0.25416199	-3.8692666	0.38781808	0.42482131	0.3638883
1	-0.62947428	-0.67074603	-0.69219893	-0.71807436	-0.73796882	-0.76144713	-0.77998285	-0.82268894	-0.8487866	-0.85783194	-0.87735584	-0.87735584	-0.88674693	-0.87844329	0.054560319	0.3707019	0.60160098	0.77996594	1.0340259	1.2344567	1.2950065	1.3879304	1.6511344	1.2782006	0.9650253	-7.2173886	0.68802963	0.60795657	0.56643663	0.58126497	0.55309111	0.58295964	0.58867972	0.59609331	0.59016198	0.5674248	0.50514632	0.45967254	0.47805992	0.4245786	0.32325119	0.15242797	-0.063558502	-0.2125496	-0.30349659	0.19191327	0.29274717	0.34005646	0.35488481	0.35809694	0.35142389	0.33437216	0.31336486	0.2965596	0.2706097	0.24762606	0.2105552	0.29274717	0.16236279	0.096079105	0.059305504	0.023716901	-0.0079172865	-0.047459156	-0.12753222	-0.075633009	-0.24556734	-0.28916233	-0.32919944	-0.39889266	-0.45276878	-0.50951303	-0.53976308	-0.55518364	-0.5719612	-0.53501732	-0.60908516	-0.59363864	0.06311793	0.035579577	0.07190931	0.28173125	0.46085927	0.69692663
