10	-0.68004426	-0.15253967	0.46349675	1.1257006	1.7844727	2.3878155	2.88659	3.2395941	3.4178748	3.4077642	3.2123078	2.8508802	2.3570613	1.7750262	1.15487	0.54741906	-0.00087411903	-0.45238635	-0.78160644	-0.97695081	-1.0409911	-0.98907906	-0.84664975	-0.64558098	-0.42009047	-0.2026879	-0.020652974	0.10661169	0.16899478	0.1658899	0.1052218	0.0015129301	-0.12668743	-0.25963232	-0.37910733	-0.47059856	-0.52488816	-0.53871903	-0.51461853	-0.45996515	-0.38549374	-0.30349341	-0.22598672	-0.16307735	-0.12177625	-0.10535774	-0.11329093	-0.14171157	-0.18431164	-0.23348036	-0.28152137	-0.3217263	-0.3491996	-0.36136694	-0.35806347	-0.34127237	-0.31457985	-0.28245699	-0.24949639	-0.21971985	-0.19603304	-0.17995548	-0.17157432	-0.16973865	-0.17243355	-0.17725754	-0.18191774	-0.18467811	-0.1846195	-0.18181989	-0.17730831	-0.17287355	-0.17075671	-0.17328307	-0.18249334	-0.19983603	-0.2259357	-0.260508	-0.30239552	-0.34971376	-0.4000836	-0.45091012	-0.49966668	-0.54414819	-0.5826586	-0.61412263	-0.63811774	-0.65482579	-0.66492701	-0.66945677	-0.66964869	-0.66722718	-0.66386713	-0.65900568	-0.65353802	-0.64822365	-0.64364331	-0.64017543	-0.63799286
4	2.2320273	2.863343	3.229689	3.284083	3.0252441	2.488196	1.7426255	0.89012409	0.062661748	-0.5893898	-0.92506191	-0.85436183	-0.37842065	0.39168529	1.2529979	1.9657575	2.328861	2.2477206	1.7665322	1.0502428	0.32202006	-0.21807586	-0.46056421	-0.41391094	-0.18478608	0.077522423	0.24592567	0.26262949	0.15021915	-0.012223664	-0.13376254	-0.15450766	-0.069942628	0.072515536	0.19943488	0.24724021	0.19079715	0.05443687	-0.098502708	-0.1918557	-0.16842424	-0.014467061	0.23077796	0.49240155	0.68001811	0.72183484	0.59045092	0.31812956	-0.021075115	-0.33908262	-0.56379833	-0.66199766	-0.64707716	-0.56806734	-0.48519747	-0.443656	-0.45780103	-0.51167226	-0.5725869	-0.60918586	-0.60516485	-0.56958427	-0.52623189	-0.49942077	-0.50073055	-0.5265739	-0.56179123	-0.58958945	-0.5987991	-0.5904558	-0.57445501	-0.56343472	-0.56457601	-0.57857646	-0.60002147	-0.62151882	-0.63641467	-0.64310191	-0.64431726	-0.64482626	-0.64743022	-0.65289146	-0.66030667	-0.66823779	-0.6749298	-0.67970374	-0.68342113	-0.68760328	-0.69249728	-0.69727944	-0.70227517	-0.70798318	-0.71478648	-0.72246587	-0.73055512	-0.7379591	-0.74315621	-0.74442417	-0.74119972
10	2.7465823	2.7270731	2.6882129	2.6305735	2.5549279	2.4622403	2.353654	2.2304764	2.0941621	1.9462949	1.7885667	1.6227565	1.4507074	1.2743033	1.095445	0.91602637	0.73791062	0.56290726	0.39274982	0.2290748	0.073402179	-0.07288252	-0.20854403	-0.33251106	-0.4438876	-0.54196542	-0.62623117	-0.69634678	-0.75217917	-0.79378815	-0.8214219	-0.83551	-0.83665385	-0.82561501	-0.80330128	-0.770751	-0.72911571	-0.6796414	-0.62364876	-0.56251253	-0.4976405	-0.43045221	-0.36235795	-0.29473803	-0.22892295	-0.16617448	-0.10766811	-0.054477034	-0.0075578095	0.032261937	0.064287217	0.087975799	0.10294565	0.10896473	0.10595805	0.094006194	0.073341453	0.044341737	0.007522338	-0.036474288	-0.086890553	-0.14286737	-0.20345916	-0.26765003	-0.33437076	-0.40251649	-0.47096469	-0.53859316	-0.6042979	-0.66701043	-0.72571437	-0.77946107	-0.82738399	-0.8687117	-0.9027792	-0.92904775	-0.94708664	-0.95659701	-0.95741644	-0.94951743	-0.93300694	-0.90812392	-0.87523484	-0.83482728	-0.78750187	-0.73396243	-0.67500474	-0.61150406	-0.54440149	-0.47468949	-0.40339685	-0.33157318	-0.2602733	-0.19054163	-0.12339705	-0.059818145	-0.00072929191	0.053012312	0.10062849
10	-0.32831358	-0.38014253	-0.39837637	-0.35298268	-0.24293688	-0.10558305	-0.0052885562	-0.0036736448	-0.12408559	-0.32932611	-0.52829901	-0.61403635	-0.51920242	-0.26144541	0.047747281	0.24354621	0.1848262	-0.16409623	-0.68834924	-1.1423877	-1.2367224	-0.7602468	0.31327319	1.784389	3.2773753	4.3658224	4.7266347	4.2597594	3.1244232	1.6765652	0.33472482	-0.57001333	-0.89937056	-0.73050995	-0.29409555	0.13835852	0.36628929	0.32527699	0.085145324	-0.20793422	-0.41161713	-0.45101258	-0.34057293	-0.16118554	-0.010757341	0.044540625	-0.0046030544	-0.11665182	-0.22828075	-0.28826923	-0.27971972	-0.22155182	-0.15244875	-0.10832443	-0.10559422	-0.13740122	-0.18187914	-0.21615062	-0.22778145	-0.21870978	-0.20098873	-0.18845425	-0.18914038	-0.20258661	-0.22199336	-0.23910843	-0.2486176	-0.24999405	-0.24650813	-0.2430648	-0.24404501	-0.24566167	-0.24860948	-0.25320726	-0.25945096	-0.26601699	-0.27179335	-0.27587591	-0.27779168	-0.27736709	-0.27503869	-0.27190916	-0.2693821	-0.26874198	-0.27062747	-0.27520102	-0.28189968	-0.28968581	-0.29705697	-0.30301095	-0.30724491	-0.31042095	-0.31339165	-0.31692084	-0.32143783	-0.32669066	-0.33166585	-0.33450415	-0.33366156
10	-0.29629542	0.16058402	0.68895629	1.254484	1.817088	2.3348058	2.7679764	3.0832757	3.2571361	3.27815	3.1481864	2.8820754	2.5059146	2.0541998	1.5661215	1.0814647	0.63658726	0.26092699	-0.025558293	-0.21378103	-0.30564843	-0.31293024	-0.25509009	-0.15638783	-0.042639122	0.061957803	0.1375516	0.17063086	0.15506103	0.09213472	-0.010312476	-0.13953592	-0.28000077	-0.41567699	-0.53220107	-0.61863449	-0.66862285	-0.6808517	-0.65879708	-0.60986238	-0.54406773	-0.47250519	-0.40579374	-0.3527144	-0.31923847	-0.30801733	-0.31836555	-0.34669998	-0.38733145	-0.43346744	-0.47826883	-0.51580359	-0.54177899	-0.55397454	-0.55233543	-0.5387521	-0.51658683	-0.49004005	-0.4634725	-0.44077373	-0.4247876	-0.41708449	-0.41784981	-0.42600658	-0.43950768	-0.45573767	-0.47195392	-0.48574184	-0.49521727	-0.49933637	-0.49792714	-0.49161946	-0.48166809	-0.46970701	-0.45747918	-0.44661055	-0.43834535	-0.43345697	-0.43221375	-0.43440803	-0.43945433	-0.44652522	-0.4546989	-0.46314549	-0.4711065	-0.47798934	-0.48348876	-0.48750828	-0.49011148	-0.49146046	-0.49175579	-0.49159536	-0.49156689	-0.49031235	-0.48798617	-0.48483309	-0.48116744	-0.47734694	-0.47374341
10	0.72740835	1.4752171	2.2470796	2.9394889	3.4510986	3.7038105	3.659565	3.3293926	2.771759	2.0797236	1.3614704	0.71809872	0.22373053	-0.085302795	-0.21402712	-0.2015154	-0.10686693	0.00746559	0.091302497	0.1170025	0.081656163	0.0029499735	-0.090048243	-0.16785064	-0.2096607	-0.20874119	-0.17259313	-0.11877641	-0.068198985	-0.038196284	-0.037584287	-0.065015768	-0.11064592	-0.16022848	-0.20007335	-0.22108727	-0.22094333	-0.20376655	-0.17784374	-0.15235518	-0.13431466	-0.12670796	-0.12830044	-0.1349243	-0.14160924	-0.14468871	-0.14310423	-0.13854135	-0.13444098	-0.13437204	-0.14046878	-0.15244284	-0.16759901	-0.18191838	-0.19160399	-0.19460248	-0.19234027	-0.18653605	-0.18191349	-0.18309326	-0.19273107	-0.21163255	-0.23464524	-0.25402492	-0.26397796	-0.26079919	-0.24437316	-0.2196521	-0.19326911	-0.17565534	-0.17731231	-0.20610231	-0.26526892	-0.35164124	-0.45635981	-0.56706154	-0.67019186	-0.75389604	-0.81083075	-0.83819934	-0.83950378	-0.82262336	-0.79756392	-0.77414277	-0.75921188	-0.75579626	-0.76338464	-0.77849028	-0.79614741	-0.81192395	-0.82200822	-0.82548179	-0.82363754	-0.81917668	-0.81526614	-0.81388488	-0.81547131	-0.81915878	-0.8228772
9	-0.11751305	1.1690596	2.600748	3.7970736	4.419689	4.2984398	3.4968206	2.2878	1.0499896	0.12758547	-0.28827013	-0.20998217	0.17878866	0.61886352	0.88857054	0.88628755	0.65011527	0.3159789	0.040211935	-0.073341772	-0.010840035	0.16143633	0.3421759	0.44872692	0.45244824	0.38121714	0.29359879	0.24174691	0.24413168	0.27983875	0.30530149	0.28136526	0.19575725	0.06880302	-0.058474349	-0.14631652	-0.17581425	-0.15662425	-0.12021416	-0.10306522	-0.12916142	-0.1998932	-0.29588385	-0.38781189	-0.45068602	-0.47262582	-0.45908195	-0.42714858	-0.398672	-0.38389011	-0.3859918	-0.40174198	-0.42301911	-0.44057606	-0.44804199	-0.44519649	-0.43627586	-0.42782131	-0.42348964	-0.42588074	-0.43469183	-0.44786157	-0.46131029	-0.4722784	-0.47984614	-0.48486401	-0.48842434	-0.49161173	-0.49580004	-0.50165264	-0.50897762	-0.51562836	-0.52035941	-0.52228983	-0.52172433	-0.51833568	-0.5135433	-0.50949059	-0.50832027	-0.51081982	-0.51671881	-0.52522675	-0.53523431	-0.54566473	-0.555402	-0.56452159	-0.57349402	-0.58286202	-0.59236976	-0.60167852	-0.610326	-0.61828404	-0.62531077	-0.6312141	-0.63614129	-0.64036804	-0.64401032	-0.64624467	-0.64632209
1	-0.060329144	0.92359007	1.6241989	1.6616341	1.4452	1.6099972	2.1600668	2.5524657	2.5233799	2.3835122	2.4235721	2.4663115	2.2352198	1.8605727	1.6893354	1.7593628	1.7842712	1.6213538	1.4628501	1.495093	1.5829866	1.4207923	0.90949252	0.27069678	-0.18015538	-0.32327909	-0.28109658	-0.25940455	-0.32952761	-0.42010679	-0.44880194	-0.42984796	-0.42215997	-0.43556598	-0.45420412	-0.46739488	-0.48742694	-0.49034983	-0.46262468	-0.43202663	-0.44598497	-0.48676403	-0.49184706	-0.4519725	-0.42866824	-0.46954372	-0.52626335	-0.534106	-0.49713346	-0.47738625	-0.50174493	-0.53550092	-0.54421807	-0.5425855	-0.56252768	-0.596973	-0.60856698	-0.57901112	-0.53677899	-0.52146983	-0.54003542	-0.5609293	-0.55562199	-0.5334099	-0.52725006	-0.5486771	-0.57007183	-0.56415158	-0.539161	-0.52862706	-0.54675738	-0.57810216	-0.6005408	-0.60456137	-0.58938366	-0.5626456	-0.54589378	-0.55903545	-0.59233812	-0.60895902	-0.59323121	-0.57299072	-0.58075236	-0.60393556	-0.60325488	-0.5715315	-0.54525164	-0.5538693	-0.58317753	-0.60535195	-0.61672909	-0.63152319	-0.65009946	-0.66386746	-0.67765956	-0.70311175	-0.72842131	-0.72280181	-0.67889408
10	0.28131234	0.87479582	1.5355799	2.2008132	2.8011434	3.2699592	3.5526512	3.6144482	3.4455727	3.0629033	2.5078012	1.8404654	1.1316682	0.45315795	-0.13179526	-0.5762877	-0.85494901	-0.9657366	-0.92822729	-0.77886338	-0.56407049	-0.33245795	-0.12739055	0.018923419	0.089003821	0.08095673	0.0067226911	-0.11175167	-0.24757808	-0.37424851	-0.47027565	-0.52242168	-0.52709573	-0.48986509	-0.42336713	-0.34416781	-0.26925289	-0.21281864	-0.18394067	-0.18545295	-0.21411125	-0.26187992	-0.31797918	-0.37122758	-0.41219818	-0.434807	-0.43709372	-0.42112789	-0.39215972	-0.35726135	-0.3237772	-0.29790193	-0.2836464	-0.28234649	-0.29274355	-0.31155286	-0.33434954	-0.35656668	-0.37437589	-0.38529894	-0.38850675	-0.3847306	-0.37588905	-0.36453807	-0.35328767	-0.34428726	-0.33885916	-0.33741526	-0.33953008	-0.34418126	-0.35006988	-0.35603596	-0.36116903	-0.36464372	-0.36640612	-0.36679129	-0.36635457	-0.36568685	-0.36568813	-0.36722565	-0.36839236	-0.36919133	-0.3696781	-0.36994544	-0.37010412	-0.37027706	-0.37060414	-0.37104435	-0.37162409	-0.37233975	-0.37315874	-0.37402456	-0.37486871	-0.375652	-0.37623568	-0.37655578	-0.37657024	-0.37626112	-0.37563461
9	-0.30187759	0.23176021	0.85550975	1.519967	2.1676652	2.7395953	3.1821336	3.4534577	3.52858	3.4023233	3.0898378	2.6245824	2.0540804	1.4340327	0.82159716	0.2687445	-0.18343975	-0.50878706	-0.69795952	-0.75809442	-0.71035694	-0.58586118	-0.42062338	-0.2503104	-0.10552908	-0.0082440466	0.030200175	0.0093697709	-0.061576164	-0.16646662	-0.28546321	-0.39859774	-0.48894172	-0.5449676	-0.56181886	-0.54138913	-0.49132148	-0.42319102	-0.35024057	-0.28507628	-0.23769672	-0.2141445	-0.21593583	-0.2402855	-0.28101196	-0.32990628	-0.3782936	-0.41850985	-0.44505738	-0.45528135	-0.44950245	-0.43064047	-0.40344496	-0.37350351	-0.3462185	-0.32592702	-0.31529924	-0.31508573	-0.32421745	-0.34020222	-0.35971594	-0.3792652	-0.3958039	-0.40717409	-0.4123719	-0.41156172	-0.40589161	-0.39716275	-0.3874297	-0.37861259	-0.37218369	-0.36897709	-0.36914477	-0.37223655	-0.37737798	-0.38349816	-0.38955828	-0.3947926	-0.39865244	-0.40100162	-0.40203908	-0.40218568	-0.40195351	-0.40181729	-0.40253589	-0.40477634	-0.40675142	-0.408338	-0.40943612	-0.4099729	-0.40990593	-0.40922678	-0.40811807	-0.40650361	-0.40437811	-0.40191228	-0.39932152	-0.3968431	-0.39471044
